,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,49856877649,Альфа-Банк,"ул. Бориса Ельцина, 3, Екатеринбург",,,,56.844894,60.591437,,,
1,21588181835,Альфа-Банк,"Техническая ул., 14, Екатеринбург",,,,56.862386,60.545363,,,
2,26820772860,Альфа-Банк,"Театральная ул., 6, Берёзовский",,,,56.907151,60.810798,,,
3,184038288372,Альфа-Банк,"ул. Халтурина, 55, Екатеринбург",,,,56.853100,60.550277,,,
4,1734391175,Альфа-Банк,"просп. Космонавтов, 86, Екатеринбург",,,,56.906497,60.614848,,,
5,1117693830,Альфа-Банк,"ул. Сулимова, 50, Екатеринбург",,,,56.863488,60.630766,,,
6,93340144924,Альфа-Банк,"ул. Сулимова, 26, Екатеринбург",,,,56.861825,60.644591,,,
7,121134736912,Альфа-Банк,"Уральская ул., 75, Екатеринбург",,,,56.853883,60.637647,,,
8,1118067114,Альфа-Банк,"просп. Космонавтов, 48, Екатеринбург",,,,56.889577,60.614489,,,
9,163080522397,Альфа-Банк,"ул. Орджоникидзе, 15, Верхняя Пышма",,,,56.972586,60.576086,,,
10,201643328832,Альфа-Банк,"Восточная ул., 11А, Берёзовский",,,,56.906876,60.809522,,,
11,46007798677,Альфа-Банк,"Свердловская область, Екатеринбург, Вокзальная улица",,,,56.858055,60.602384,,,
12,1071950196,Альфа-Банк,"ул. Бебеля, 136, Екатеринбург",,,,56.860792,60.552298,,,
13,1107870432,Альфа-Банк,"Успенский просп., 127, Верхняя Пышма",,,,56.981332,60.545956,,,
14,32031583719,Альфа-Банк,"ул. Челюскинцев, 106, Екатеринбург",,,,56.855979,60.606233,,,
15,157774066401,Альфа-Банк,"ул. Красных Командиров, 19, Екатеринбург",,,,56.896854,60.625645,,,
