,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,152312420515,Альфа-Банк,"просп. Обуховской Обороны, 305, Санкт-Петербург",,,,59.840917,30.483979,,,
1,1014000738,Альфа-Банк,"Прибрежная ул., 18, Санкт-Петербург",,,,59.832186,30.505673,,,
2,198279667594,Альфа-Банк,"Пулковское ш., 65, корп. 1, Санкт-Петербург",,,,59.771771,30.326225,,,
3,102281925402,Альфа-Банк,"Ленинский просп., 76, корп. 1, Санкт-Петербург",,,,59.860188,30.187930,,,
4,192252041501,Альфа-Банк,"Пулковское ш., 17, корп. 3, Санкт-Петербург",,,,59.827415,30.316263,,,
5,1788613082,Альфа-Банк,"Дунайский просп., 31, корп. 1, Санкт-Петербург",,,,59.834809,30.383628,,,
6,1153583066,Альфа-Банк,"Московское ш., 16, посёлок Шушары",,,,59.798661,30.399231,,,
7,99356354065,Альфа-Банк,"Ленинградская ул., 29, Пушкин",,,,59.726411,30.418941,,,
8,77616431479,Альфа-Банк,"Новгородский просп., 6, корп. 2, посёлок Шушары",,,,59.809898,30.369443,,,
9,180295315115,Альфа-Банк,"Московское ш., 7, Санкт-Петербург",,,,59.832014,30.338416,,,
10,1073786063,Альфа-Банк,"Бухарестская ул., 89, Санкт-Петербург",,,,59.833064,30.414126,,,
11,1734929444,Альфа-Банк,"Привокзальная площадь, 1, Пушкин",,,,59.722967,30.429254,,,
12,1731516218,Альфа-Банк,"Октябрьская ул., 8, Колпино",,,,59.738956,30.622948,,,
13,12232279798,Альфа-Банк,"ул. Генерала Хазова, 14, Пушкин",,,,59.738290,30.407658,,,
14,233949905640,Альфа-Банк,"Пулковское ш., 41, лит.ЗА, Санкт-Петербург",,,,59.799987,30.271195,,,
15,63843321121,Альфа-Банк,"Прибрежная ул., 13, Санкт-Петербург",,,,59.834167,30.504200,,,
16,240086240929,Альфа-Банк,"Витебский просп., 108, Санкт-Петербург",,,,59.829550,30.375642,,,
17,186797207704,Альфа-Банк,"ул. Бабушкина, 1, Санкт-Петербург",,,,59.898594,30.418581,,,
18,66531779025,Альфа-Банк,"Бухарестская ул., 74, корп. 3, Санкт-Петербург",,,,59.871346,30.381625,,,
19,174680704887,Альфа-Банк,"Пулковское ш., 25, корп. 1, Санкт-Петербург",,,,59.819807,30.317251,,,
20,91623299769,Альфа-Банк,"бул. Трудящихся, 12, Колпино",,,,59.737374,30.572095,,,
21,1756373432,Альфа-Банк,"Звёздная ул., 1, Санкт-Петербург",,,,59.831680,30.345395,,,
22,50616556600,Альфа-Банк,"Полковая ул., 1/25, Пушкин",,,,59.702318,30.381607,,,
23,1107297072,Альфа-Банк,"Тверская ул., 58/6, Колпино",,,,59.735042,30.612438,,,
24,118932982580,Альфа-Банк,"Ростовская ул., 20, территория Славянка, посёлок Шушары",,,,59.742919,30.472848,,,
