,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,193537056560,Альфа-Банк,"Деповская ул., 22, Новоалтайск",,,,53.412557,83.929579,,,
1,137283800484,Альфа-Банк,"Красноармейский просп., 58Б, Барнаул",,,,53.337710,83.775095,,,
2,130143253547,Альфа-Банк,"просп. Космонавтов, 6В, Барнаул",,,,53.389198,83.732210,,,
3,201652302688,Альфа-Банк,"Социалистический просп., 130, Барнаул",,,,53.349610,83.764055,,,
4,123144785583,Альфа-Банк,"ул. Кулагина, 28, Барнаул",,,,53.373595,83.780422,,,
5,1700728940,Альфа-Банк,"Красноармейский просп., 47А, Барнаул",,,,53.335253,83.775410,,,
6,1112772771,Альфа-Банк,"Власихинская ул., 49К, Барнаул",,,,53.333866,83.727171,,,
7,143101009555,Альфа-Банк,"Красноармейский просп., 58Б, Барнаул",,,,53.337710,83.775095,,,
8,1726233325,Альфа-Банк,"просп. Ленина, 10, Барнаул",,,,53.333849,83.793304,,,
9,207952975605,Альфа-Банк,"просп. Строителей, 117, Барнаул",,,,53.342065,83.750688,,,
10,156915167171,Альфа-Банк,"Октябрьская ул., 13, Новоалтайск",,,,53.392372,83.934528,,,
11,1074862210,Альфа-Банк,"просп. Ленина, 106, Барнаул",,,,53.365434,83.758926,,,
12,158896880166,Альфа-Банк,"просп. Ленина, 58, Барнаул",,,,53.348104,83.777432,,,
13,195279947971,Альфа-Банк,"просп. Ленина, 102В, Барнаул",,,,53.362285,83.764055,,,
14,37290292243,Альфа-Банк,"Социалистический просп., 130, Барнаул",,,,53.349790,83.763669,,,
15,1759577227,Альфа-Банк,"просп. Калинина, 116, Барнаул",,,,53.388919,83.744148,,,
16,1330061560,Альфа-Банк,"просп. Ленина, 155А, Барнаул",,,,53.371897,83.749997,,,
17,194099096035,Альфа-Банк,"Красноармейский просп., 58Б, Барнаул",,,,53.337710,83.775095,,,
18,38865919893,Альфа-Банк,"просп. Ленина, 58, Барнаул",,,,53.348156,83.777548,,,
