,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,216364385838,Альфа-Банк,"просп. Строителей, 19, Саратов",,,,51.597790,45.967957,"4,4",,
1,120099580390,Альфа-Банк,"ул. Белинского, 127/1, Кузнецк",,,,53.118400,46.589568,"4,3",,
2,1080456150,Альфа-Банк,"ул. Николая Ершова, 29Б, Казань",,,,55.793956,49.168012,"4,4",,
3,1210626824,Альфа-Банк,"ул. Карла Маркса, 51, Чебоксары",,,,56.133312,47.246875,"4,3",,
4,167862811644,Альфа-Банк,"ул. Закиева, 1, Советский район, микрорайон Азино-1, Казань",,,,55.776715,49.221138,"4,7",,
5,49305516182,Альфа-Банк,"ул. Гагарина, 14, Тольятти",,,,53.511665,49.421444,"4,3",,
6,177896371080,Альфа-Банк,"просп. Победы, 20, Липецк",,,,52.596405,39.565245,"4,6",,
7,168810608049,Альфа-Банк,"Московская ул., 73, Пенза",,,,53.194893,45.017685,"4,3",,
8,185369707954,Альфа-Банк,"ул. имени А.М. Горького, 36, Саратов",,,,51.532195,46.030779,"4,4",,
9,26229324872,Альфа-Банк,"ул. Ленина, 9, Рязань",,,,54.623045,39.753757,"4,3",,
10,139456309578,Альфа-Банк,"Революционная ул., 32, Тольятти",,,,53.525435,49.274399,"4,3",,
11,212162467298,Альфа-Банк,"Ульяновский просп., 6, Ульяновск",,,,54.372592,48.585049,"4,5",,
12,1038380178,Альфа-Банк,"ул. Максима Горького, 140, Нижний Новгород",,,,56.314402,43.994946,"4,3",,
13,124438729621,Альфа-Банк,"ул. Герасимова, 10, стр. 4, Ульяновск",,,,54.296341,48.295010,"4,7",,
14,1295468980,Альфа-Банк,"Советская ул., 51, Сызрань",,,,53.153088,48.467874,"4,4",,
15,212860448806,Альфа-Банк,"Коммунистическая ул., 52, Саранск",,,,54.184003,45.179069,"4,3",,
16,172409579033,Альфа-Банк,"ул. Мичурина, 19В, Самара",,,,53.203451,50.140536,"4,3",,
17,1021676637,Альфа-Банк,"просп. Ямашева, 82, Казань",,,,55.827768,49.146748,"4,4",,
18,56970827519,Альфа-Банк,"Воронежская ул., 3, Самара",,,,53.215995,50.256670,"4,4",,
19,78974080024,Альфа-Банк,"ул. Стара-Загора, 126, Самара",,,,53.244236,50.229928,"4,3",,
20,94369123948,Альфа-Банк,"ул. Декабристов, 129, Казань",,,,55.826761,49.083426,"4,3",,
21,214335329955,Альфа-Банк,"ул. Агибалова, 76, Самара",,,,53.193634,50.121915,"4,4",,
