ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
55718940075,СберБанк,"ул. Нормандия-Неман, 23, Смоленск",,,,54.776431,32.016011,"4,7",,
192231423489,СберБанк,"ул. Октябрьской Революции, 32, Смоленск",,,,54.77113,32.04269,"4,6",,
1104308557,СберБанк,"Коммунистическая ул., 8, Смоленск",,,,54.780545,32.048983,"4,6",,
1075297703,СберБанк,"ул. Николаева, 50, Смоленск",,,,54.768475,32.014645,"4,6",,
1116870477,СберБанк,"Ново-Ленинградская ул., 11, Смоленск",,,,54.794884,32.04922,"4,5",,
1078701627,СберБанк,"Трамвайный пр., 2, Смоленск",,,,54.767463,32.062742,"4,5",,
1046238940,СберБанк,"ул. Лавочкина, 53А, Смоленск",,,,54.807202,31.999957,"4,5",,
1004163350,СберБанк,"ул. Шевченко, 65, Смоленск",,,,54.775502,32.075747,"4,5",,
1115791489,СберБанк,"просп. Строителей, 1/42, Смоленск",,,,54.767447,32.097804,"4,5",,
1150007169,СберБанк,"ул. Нормандия-Неман, 23, Смоленск",,,,54.776412,32.016016,"4,2",,
1056239393,СберБанк,"ул. Попова, 96, Смоленск",,,,54.761363,32.111666,"4,4",,
1034713276,СберБанк,"Минская ул., 16А, село Печерск",,,,54.854455,32.031093,"4,2",,
1033687043,СберБанк,"ул. Седова, 44, Смоленск",,,,54.817391,32.12282,"4,4",,
1132632540,СберБанк,"ул. Щорса, 5, Смоленск",,,,54.783316,31.804314,"4,3",,
43613471278,СберБанк,"Октябрьская ул., 4, село Пригорское",,,,54.68027,32.142772,"4,1",,
