ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1031233215,СберБанк,"ул. 8 Марта, 32, Иваново",,,,57.005796,40.985137,"4,6",,
65188014159,СберБанк,"Шереметевский просп., 83, Иваново",,,,57.006395,40.989348,"4,5",,
1083636880,СберБанк,"просп. Ленина, 116, Иваново",,,,57.020648,40.96924,"4,6",,
1118139117,СберБанк,"ул. Бубнова, 47, Иваново",,,,56.995101,40.992258,"4,7",,
1013579197,СберБанк,"просп. Ленина, 62А, Иваново",,,,57.008066,40.973131,"4,3",,
1087470587,СберБанк,"ул. Свободы, 52, Иваново",,,,57.017056,41.010795,"4,5",,
1059529985,СберБанк,"ул. Пушкина, 9, Иваново",,,,56.999782,40.983672,"4,5",,
1210632533,СберБанк,"ул. Богдана Хмельницкого, 3, Иваново",,,,56.991318,40.973762,"4,4",,
1105177209,СберБанк,"ул. Кузнецова, 28, Иваново",,,,56.999513,40.96464,"4,4",,
1068045174,СберБанк,"ул. Парижской Коммуны, 24, Иваново",,,,56.998853,40.94888,"4,4",,
1030051381,СберБанк,"Лежневская ул., 157, Иваново",,,,56.972301,40.974532,"4,5",,
1071012886,СберБанк,"площадь Меланжистов, 5, Иваново",,,,56.986609,41.0279,"4,7",,
1097171815,СберБанк,"просп. Текстильщиков, 10/16, Иваново",,,,56.960189,41.007966,"4,7",,
1055692612,СберБанк,"ул. Богдана Хмельницкого, 73, Иваново",,,,56.983365,40.95965,"4,6",,
1716101379,СберБанк,"Революционная ул., 16, Иваново",,,,57.03147,40.921989,"4,5",,
1095243879,СберБанк,"Кохомское ш., 4А, Иваново",,,,56.94926,41.051527,"4,7",,
108862040949,СберБанк,"Ивановская ул., 65, Кохма",,,,56.940457,41.059935,"4,5",,
1059181506,СберБанк,"Радужная ул., 1В, село Ново-Талицы",,,,57.006348,40.863931,"4,3",,
