,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,1057341779,СберБанк,"Заречная ул., 3, Нижний Новгород",,,,56.290010,43.857001,"4,5",,
1,1025888964,СберБанк,"ул. Героев Космоса, 8А, Нижний Новгород",,,,56.359927,43.821516,"4,7",,
2,1136666200,СберБанк,"ул. Коминтерна, 160, Нижний Новгород",,,,56.345609,43.870703,"4,7",,
3,1126249131,СберБанк,"просп. Ленина, 53, Нижний Новгород",,,,56.277086,43.920974,"4,6",,
4,101733465841,СберБанк,"Московское ш., 173, Нижний Новгород",,,,56.314777,43.888381,"4,6",,
5,1269849791,СберБанк,"Берёзовская ул., 65, Нижний Новгород",,,,56.322601,43.881643,"4,7",,
6,1129236098,СберБанк,"просп. Ленина, 29, Нижний Новгород",,,,56.288862,43.930093,"4,6",,
7,62468133526,СберБанк,"ул. Дьяконова, 24А, Нижний Новгород",,,,56.262681,43.883839,"4,6",,
8,1188964967,СберБанк,"ул. Чаадаева, 16, Нижний Новгород",,,,56.329959,43.846440,"4,4",,
9,1162824637,СберБанк,"ул. Коминтерна, 168, Нижний Новгород",,,,56.349954,43.866972,"4,2",,
10,1129040091,СберБанк,"Сормовское ш., 20, Нижний Новгород",,,,56.319565,43.926801,"4,3",,
11,1036704405,СберБанк,"ул. Плотникова, 5, Нижний Новгород",,,,56.258536,43.853283,"4,6",,
12,1134110567,СберБанк,"ул. Карла Маркса, 7А, Канавинский район, жилой район Мещерское Озеро, Нижний Новгород",,,,56.344105,43.927589,"4,6",,
13,1115668934,СберБанк,"ул. Культуры, 113, Нижний Новгород",,,,56.344223,43.838342,"4,3",,
14,1144552090,СберБанк,"Союзный просп., 3А, Нижний Новгород",,,,56.358388,43.856403,"4,5",,
15,1063560564,СберБанк,"ул. Сергея Есенина, 17А, Канавинский район, жилой район Мещерское Озеро, Нижний Новгород",,,,56.334462,43.937131,"4,6",,
16,1195872983,СберБанк,"ул. Октябрьской Революции, 66, Нижний Новгород",,,,56.307370,43.936709,"4,6",,
17,1236612927,СберБанк,"ул. Чкалова, 3, Нижний Новгород",,,,56.319040,43.944620,"4,4",,
18,1209002488,СберБанк,"Октябрьская ул., 35, Нижний Новгород",,,,56.322179,44.009953,"4,4",,
19,1274319179,СберБанк,"Бурнаковская ул., 51А, Нижний Новгород",,,,56.340358,43.915650,"4,6",,
20,65235041914,СберБанк,"площадь Максима Горького, 4, Нижний Новгород",,,,56.314281,43.990301,"4,4",,
21,1054213295,СберБанк,"Молодёжный просп., 28А, Нижний Новгород",,,,56.242764,43.853227,"4,5",,
22,1222467560,СберБанк,"ул. Краснодонцев, 7, Нижний Новгород",,,,56.249120,43.850751,"4,3",,
23,1307602371,СберБанк,"просп. Октября, 25, Автозаводский район, жилой район Соцгород, микрорайон Соцгород-1, Нижний Новгород",,,,56.256696,43.867091,"4,4",,
24,1119623383,СберБанк,"просп. Гагарина, 108, Нижний Новгород",,,,56.271832,43.977340,"4,5",,
25,1075904003,СберБанк,"просп. Октября, 3, Автозаводский район, жилой район Соцгород, микрорайон Соцгород-1, Нижний Новгород",,,,56.243599,43.862911,"4,6",,
26,1263704589,СберБанк,"просп. Гагарина, 101, корп. 5, Нижний Новгород",,,,56.236476,43.953794,"4,4",,
27,1142054148,СберБанк,"ул. Коминтерна, 4, Нижний Новгород",,,,56.337144,43.883761,"4,4",,
