ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
73428355628,СберБанк,"Полковая ул., 1/25, Пушкин",,,,59.70228,30.38147,"4,6",,
1059140325,СберБанк,"Оранжерейная ул., 46, Пушкин",,,,59.725825,30.415178,"4,6",,
1024828149,СберБанк,"Павловское ш., 19, Пушкин",,,,59.708001,30.414656,"4,6",,
1088875426,СберБанк,"Московская ул., 33, Пушкин",,,,59.71838,30.40979,"4,3",,
1088397659,СберБанк,"Петербургское ш., 13/1, Пушкин",,,,59.737461,30.39648,"4,5",,
1066169108,СберБанк,"Конюшенная ул., 16/13, Павловск",,,,59.683287,30.438884,"4,7",,
1030729845,СберБанк,"ул. Генерала Хазова, 20, Пушкин",,,,59.738419,30.41168,"4,4",,
1387252252,СберБанк,"Ростовская ул., 19/3, территория Славянка, посёлок Шушары",,,,59.741804,30.47795,"4,7",,
1054708182,СберБанк,"Пионерская ул., 2, Коммунар",,,,59.623106,30.392486,"4,5",,
1380413951,СберБанк,"Первомайская ул., 15, посёлок Шушары",,,,59.80685,30.377781,"4,4",,
89068644446,СберБанк,"Красносельское ш., 54, корп. 3, территория Горелово, Санкт-Петербург",,,,59.791241,30.149751,"4,5",,
1341964770,СберБанк,"бул. Трудящихся, 35, корп. 1, Колпино",,,,59.734408,30.582888,"4,7",,
1115805676,СберБанк,"просп. Ленина, 37, Колпино",,,,59.75077,30.574311,"4,6",,
1217823132,СберБанк,"ул. Веры Слуцкой, 38, Колпино",,,,59.742753,30.58214,"4,4",,
1083219383,СберБанк,"Почтовая ул., 7, городской посёлок Фёдоровское",,,,59.663776,30.529236,"3,8",,
1097129714,СберБанк,"Пролетарская ул., 60, Колпино",,,,59.741631,30.565074,"4,6",,
105806000333,СберБанк,"ул. Гагарина, 5, Гатчина",,,,59.572654,30.124632,"4,7",,
1108097113,СберБанк,"ул. Кутышева, 55, д. Малое Верево",,,,59.614404,30.170422,"4,0",,
1106436481,СберБанк,"Лесная ул., 2Б, посёлок Кобралово",,,,59.583735,30.401351,"3,7",,
