ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
144786276694,СберБанк,"ул. Карла Маркса, 12, корп. 3, Ульяновск",,,,54.319953,48.393765,"4,5",,
1034585429,СберБанк,"ул. Металлистов, 17, Ульяновск",,,,54.330777,48.483504,"4,8",,
151883863903,СберБанк,"ул. Минаева, 26/1, Ульяновск",,,,54.306679,48.38159,"4,5",,
238649675073,СберБанк,"ул. Гончарова, 40А, Ульяновск",,,,54.318917,48.399056,"4,3",,
1031514095,СберБанк,"просп. Нариманова, 51, Ульяновск",,,,54.346571,48.37079,"4,7",,
1021195474,СберБанк,"ул. Радищева, 39, Ульяновск",,,,54.327263,48.402545,"4,6",,
1038789595,СберБанк,"ул. Врача Михайлова, 41, Ульяновск",,,,54.352885,48.539196,"4,8",,
134049427938,СберБанк,"просп. 50-летия ВЛКСМ, 20, Ульяновск",,,,54.30398,48.331366,"4,7",,
1092774498,СберБанк,"ул. 12 Сентября, 83, Ульяновск",,,,54.301409,48.378653,"4,6",,
118389842786,СберБанк,"просп. Ленинского Комсомола, 20, Ульяновск",,,,54.37881,48.588639,"4,8",,
1111110313,СберБанк,"ул. Пушкарёва, 64, Ульяновск",,,,54.31805,48.357697,"4,5",,
70937438176,СберБанк,"ул. 40-летия Октября, 9, Ульяновск",,,,54.347446,48.543009,"4,5",,
1072513255,СберБанк,"ул. Можайского, 6А, корп. 2, Ульяновск",,,,54.324504,48.39203,"4,3",,
1128865244,СберБанк,"Ульяновский просп., 20, Ульяновск",,,,54.377978,48.578101,"4,6",,
101142138133,СберБанк,"Камышинская ул., 4А, Ульяновск",,,,54.269835,48.303016,"4,7",,
226464106297,СберБанк,"ул. Рябикова, 21Б, Ульяновск",,,,54.285822,48.303354,"4,4",,
1126430598,СберБанк,"просп. Генерала Тюленева, 3, Ульяновск",,,,54.374503,48.596339,"4,8",,
239743023523,СберБанк,"ул. Архитектора Шодэ, 6, Ульяновск",,,,54.348041,48.347853,"4,6",,
1067342753,СберБанк,"Ульяновский просп., 12, Ульяновск",,,,54.373777,48.583478,"4,5",,
1031294251,СберБанк,"Камышинская ул., 30, Ульяновск",,,,54.276342,48.286561,"4,6",,
1150489801,СберБанк,"просп. Гая, 57А, корп. 1, Ульяновск",,,,54.2581,48.322011,"4,4",,
45459219551,СберБанк,"ул. Гончарова, 40А, Ульяновск",,,,54.319039,48.398766,"3,9",,
1083619493,СберБанк,"ул. Рябикова, 106А, Ульяновск",,,,54.270213,48.284735,"4,6",,
