ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
45243229438,СберБанк,"ул. Мира, 25, Владимир",,,,56.139576,40.401833,"4,5",,
1246858086,СберБанк,"просп. Ленина, 36, Владимир",,,,56.119808,40.361988,"4,7",,
1046167266,СберБанк,"ул. Горького, 85Б, Владимир",,,,56.145849,40.381508,"4,7",,
1057187938,СберБанк,"ул. Мира, 41А, Владимир",,,,56.14446,40.416021,"4,6",,
1234685212,СберБанк,"Большая Московская ул., 27, Владимир",,,,56.128901,40.406094,"4,5",,
1053227280,СберБанк,"Суздальский просп., 6, Владимир",,,,56.164038,40.470129,"4,7",,
1023854617,СберБанк,"ул. Мира, 90, Владимир",,,,56.146846,40.431665,"4,5",,
112717183490,СберБанк,"ул. Верхняя Дуброва, 21, Владимир",,,,56.110009,40.347211,"4,8",,
1002940091,СберБанк,"просп. Строителей, 46, Владимир",,,,56.133415,40.358393,"4,6",,
1112488749,СберБанк,"просп. Строителей, 22, Владимир",,,,56.14045,40.364597,"4,3",,
1129409642,СберБанк,"ул. Соколова-Соколёнка, 19Д, Владимир",,,,56.169091,40.454001,"4,7",,
1024077152,СберБанк,"ул. Комиссарова, 6, Владимир",,,,56.164638,40.452781,"4,6",,
1103584452,СберБанк,"просп. Ленина, 47А, Владимир",,,,56.118001,40.354862,"4,5",,
1032361820,СберБанк,"Судогодское ш., 1, Владимир",,,,56.109802,40.43053,"4,4",,
1092018047,СберБанк,"ул. Растопчина, 51Б, Владимир",,,,56.173571,40.467948,"4,4",,
1231761778,СберБанк,"ул. Комиссарова, 13, Владимир",,,,56.167837,40.462004,"4,4",,
138195035652,СберБанк,"3А, микрорайон Юрьевец, микрорайон Институтский Городок, Владимир",,,,56.105337,40.280417,"4,2",,
1016661282,СберБанк,"ул. Пушкина, 2, посёлок Боголюбово",,,,56.197454,40.535264,"4,2",,
1153517877,СберБанк,"Октябрьская ул., 15, микрорайон Оргтруд, Владимир",,,,56.184145,40.604075,"3,2",,
1075049676,СберБанк,"Садовая ул., 17, микрорайон Энергетик, Владимир",,,,56.098492,40.20022,"3,8",,
1612747154,СберБанк,"ул. Димитрова, 20, Собинка",,,,55.987314,40.023369,"4,4",,
1063566762,СберБанк,"Владимирская ул., 1, посёлок Садовый",,,,56.223176,40.409275,"4,1",,
1044489400,СберБанк,"35Б, 3-й квартал, Радужный",,,,56.001489,40.336719,"4,3",,
1126224335,СберБанк,"ул. Горького, 20, Лакинск",,,,56.016673,39.943562,"4,2",,
