,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,1132778715,СберБанк,"Валовая ул., 8/18, Москва",,,,55.730828,37.632204,"4,3",,
1,1090913523,СберБанк,"Новокузнецкая ул., 18/10с3, Москва",,,,55.736581,37.630813,"4,3",,
2,1128554212,СберБанк,"Лубянский пр., 17, Москва",,,,55.756045,37.633080,"4,1",,
3,37614298216,СберБанк,"Люсиновская ул., 26-28к6, Москва",,,,55.725540,37.621991,"4,4",,
4,1376364371,СберБанк,"Большая Тульская ул., 2, Москва",,,,55.709354,37.620770,"4,3",,
5,69232606482,СберБанк,"Таганская ул., 1, стр. 1, Москва",,,,55.741784,37.655904,"4,3",,
6,1003018629,СберБанк,"1-я Дубровская ул., 1А, Москва",,,,55.728269,37.669418,"4,3",,
7,1084179587,СберБанк,"Автозаводская ул., 7, Москва",,,,55.707892,37.660413,"4,3",,
8,1676107682,СберБанк,"ул. Вавилова, 3, Москва",,,,55.707158,37.590235,"4,4",,
9,1011010028,СберБанк,"Тверская ул., 22, Москва",,,,55.767646,37.600669,"4,5",,
10,1118688568,СберБанк,"7-я Кожуховская ул., 9, Москва",,,,55.710286,37.675576,"4,5",,
11,1044139121,СберБанк,"Шарикоподшипниковская ул., 13, стр. 1, Москва",,,,55.717158,37.677756,"4,4",,
12,124014009186,СберБанк,"ул. Сретенка, 14, Москва",,,,55.768324,37.632109,"4,4",,
13,118116731844,СберБанк,"ул. Земляной Вал, 41, стр. 1, Москва",,,,55.754252,37.657248,"4,3",,
14,1403583345,СберБанк,"ш. Энтузиастов, 14, Москва",,,,55.749714,37.710774,"4,5",,
15,1023606569,СберБанк,"Нижегородская ул., 13Б, Москва",,,,55.737867,37.686789,"4,6",,
16,1164162982,СберБанк,"2-й Южнопортовый пр., 12А, корп. 1, стр. 13, Москва",,,,55.702253,37.688881,"4,4",,
17,78687331961,СберБанк,"Зубовский бул., вл13с1, Москва",,,,55.735698,37.592410,"4,4",,
18,1084286048,СберБанк,"ул. Арбат, 33, Москва",,,,55.749533,37.592183,"4,7",,
19,1223180976,СберБанк,"ул. Воздвиженка, 9, стр. 2, Москва",,,,55.752699,37.603522,"4,4",,
20,1102925442,СберБанк,"Большая Андроньевская ул., 6, Москва",,,,55.745788,37.669142,"4,3",,
