ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1112246661,СберБанк,"Трёхсвятская ул., 8, Тверь",,,,56.853274,35.908844,"4,8",,
39279550054,СберБанк,"ул. Горького, 86/3, Тверь",,,,56.868092,35.89967,"4,4",,
1058130504,СберБанк,"ул. Горького, 21/3, Тверь",,,,56.866624,35.90961,"4,4",,
1014131001,СберБанк,"просп. Калинина, 19, Тверь",,,,56.854719,35.867878,"4,7",,
1727251811,СберБанк,"ул. Андрея Дементьева, 7, Тверь",,,,56.853675,35.914789,"4,6",,
1098985432,СберБанк,"просп. Чайковского, 7, Тверь",,,,56.848781,35.905927,"4,6",,
1016478326,СберБанк,"Петербургское ш., 54/2, Тверь",,,,56.873996,35.85262,"4,6",,
108706827577,СберБанк,"ул. Можайского, 71, корп. 1, Тверь",,,,56.820099,35.901918,"4,7",,
54703862235,СберБанк,"ул. Вагжанова, 5, Тверь",,,,56.854187,35.929949,"4,6",,
1057759465,СберБанк,"просп. Победы, 27, Тверь",,,,56.843159,35.92233,"4,6",,
1066091556,СберБанк,"просп. Чайковского, 35, Тверь",,,,56.839733,35.8963,"4,5",,
1006617664,СберБанк,"Волоколамский просп., 24, Тверь",,,,56.836814,35.908083,"4,6",,
1127590699,СберБанк,"просп. Ленина, 30, Тверь",,,,56.851447,35.84373,"4,6",,
19428275840,СберБанк,"ул. Орджоникидзе, 27/47, Тверь",,,,56.839753,35.932826,"4,5",,
1081234968,СберБанк,"просп. Ленина, 5, Тверь",,,,56.848503,35.828622,"4,4",,
1003451385,СберБанк,"Молодёжный бул., 2, Тверь",,,,56.882924,35.840166,"4,5",,
1078618833,СберБанк,"Хрустальная ул., 32/67, Тверь",,,,56.889946,35.904432,"4,1",,
1074906890,СберБанк,"2, посёлок Химинститута, Тверь",,,,56.80008,36.03148,"4,2",,
