ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1035546799,СберБанк,"Магистральная ул., 15, микрорайон Нижний Чов, Сыктывкар",,,,61.739335,50.770552,"4,2",,
1082516617,СберБанк,"Октябрьский просп., 180/1, Сыктывкар",,,,61.694328,50.808933,"4,5",,
239405417665,СберБанк,"ул. Мира, 22/1, Сыктывкар",,,,61.79585,50.749945,"4,7",,
208707071810,СберБанк,"ул. Мира, 68, Сыктывкар",,,,61.785968,50.754843,"4,6",,
1095896623,СберБанк,"Коммунистическая ул., 27А, Сыктывкар",,,,61.66445,50.819638,"4,4",,
1099225461,СберБанк,"ул. Карла Маркса, 117, Сыктывкар",,,,61.682607,50.815366,"4,3",,
1089577065,СберБанк,"ул. Куратова, 53, Сыктывкар",,,,61.664824,50.834354,"4,6",,
1081000695,СберБанк,"ул. Карла Маркса, 182, Сыктывкар",,,,61.674175,50.820226,"4,3",,
174365159991,СберБанк,"ул. Морозова, 89, Сыктывкар",,,,61.65768,50.793158,"4,5",,
1079949972,СберБанк,"Советская ул., 16, Сыктывкар",,,,61.670923,50.836204,"4,2",,
1094754911,СберБанк,"ул. Морозова, 149, Сыктывкар",,,,61.642797,50.803753,"4,5",,
166871819170,СберБанк,"Школьная ул., 2/4, район Лесозавод, Сыктывкар",,,,61.656887,50.876373,"4,3",,
146718426452,СберБанк,"Корабельная ул., 1, п. г. т. Краснозатонский",,,,61.675342,50.97597,"4,3",,
1009666682,СберБанк,"ул. Домны Каликовой, 72, село Выльгорт",,,,61.62632,50.764964,"4,2",,
1046604187,СберБанк,"ул. Чайкиной, 25, п. г. т. Седкыркещ",,,,61.725236,50.958013,"4,1",,
1102507086,СберБанк,"ул. 2-й Квартал, 13, село Зеленец",,,,61.882076,50.741249,"4,4",,
1114089596,СберБанк,"Снежная ул., 22, п. г. т. Верхняя Максаковка",,,,61.636195,50.96899,"4,3",,
