,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,1082776551,СберБанк,"Думская ул., 1-3, Санкт-Петербург",,,,59.934236,30.329202,"4,7",,
1,1012229326,СберБанк,"Вознесенский просп., 37/6, Санкт-Петербург",,,,59.924323,30.307316,"4,3",,
2,1134094994,СберБанк,"Сенная площадь, 5, Санкт-Петербург",,,,59.927648,30.318253,"4,4",,
3,1131124581,СберБанк,"2-я Красноармейская ул., 2/27, Санкт-Петербург",,,,59.915101,30.317746,"4,3",,
4,158571732804,СберБанк,"Троицкий просп., 7, Санкт-Петербург",,,,59.916041,30.297999,"4,4",,
5,1119467791,СберБанк,"просп. Римского-Корсакова, 71, Санкт-Петербург",,,,59.921169,30.287357,"4,4",,
6,1025667257,СберБанк,"1-я Красноармейская ул., 4, Санкт-Петербург",,,,59.915954,30.316323,"4,3",,
7,200691349775,СберБанк,"Московский просп., 75, Санкт-Петербург",,,,59.903246,30.318267,"4,2",,
8,123111799894,СберБанк,"Нарвский просп., 24, Санкт-Петербург",,,,59.902067,30.273708,"4,5",,
9,1332871349,СберБанк,"Невский просп., 25, Санкт-Петербург",,,,59.935522,30.323583,"4,3",,
10,1211824619,СберБанк,"ул. Марата, 65/20, Санкт-Петербург",,,,59.921481,30.344906,"4,3",,
11,1061840370,СберБанк,"Лиговский просп., 30, Санкт-Петербург",,,,59.926961,30.359187,"4,3",,
12,1150771757,СберБанк,"16-я линия Васильевского острова, 15/57, Санкт-Петербург",,,,59.936148,30.270141,"4,4",,
13,1030865495,СберБанк,"Средний просп. Васильевского острова, 15/34, Санкт-Петербург",,,,59.944523,30.282835,"4,3",,
14,1040803179,СберБанк,"Средний просп. Васильевского острова, 35, Санкт-Петербург",,,,59.942832,30.276783,"4,2",,
15,1103647756,СберБанк,"Невский просп., 82, Санкт-Петербург",,,,59.932685,30.349486,"4,2",,
16,1103900390,СберБанк,"Большой просп. Петроградской стороны, 18, Санкт-Петербург",,,,59.955404,30.294642,"4,4",,
17,1129699396,СберБанк,"Литейный просп., 35, Санкт-Петербург",,,,59.940827,30.348149,"4,3",,
18,1023578226,СберБанк,"Московский просп., 145, Санкт-Петербург",,,,59.876966,30.319202,"4,4",,
19,11609928590,СберБанк,"ул. Маршала Говорова, 12, корп. 1, Санкт-Петербург",,,,59.878822,30.266398,"4,4",,
20,1059154360,СберБанк,"площадь Александра Невского, 2, Санкт-Петербург",,,,59.925073,30.387590,"4,2",,
21,1044162053,СберБанк,"ул. Севастьянова, 7, Санкт-Петербург",,,,59.874618,30.328710,"4,4",,
22,169659558416,СберБанк,"Лиговский просп., 37, Санкт-Петербург",,,,59.932408,30.361385,"4,4",,
23,1120109931,СберБанк,"Московский просп., 220, лит.А, Санкт-Петербург",,,,59.846839,30.322510,"4,4",,
24,1065811844,СберБанк,"ул. Нахимова, 14/41, Санкт-Петербург",,,,59.942101,30.232308,"4,3",,
25,1089025337,СберБанк,"Ленинский просп., 129, Санкт-Петербург",,,,59.851381,30.270045,"4,4",,
26,240628526563,СберБанк,"Фурштатская ул., 29, Санкт-Петербург",,,,59.944964,30.359831,"4,3",,
27,158618734005,СберБанк,"ул. Мира, 10, Санкт-Петербург",,,,59.960298,30.316654,"4,3",,
28,1090398555,СберБанк,"Московский просп., 189, Санкт-Петербург",,,,59.854036,30.320684,"4,5",,
29,1117767711,Сбербанк,"Новочеркасский просп., 26/16, Санкт-Петербург",,,,59.929831,30.412030,"4,4",,
30,1021774314,СберБанк,"Каменноостровский просп., 41, Санкт-Петербург",,,,59.968308,30.309508,"4,2",,
31,1103329906,СберБанк,"ул. Восстания, 21, Санкт-Петербург",,,,59.935947,30.360627,"4,3",,
32,1065411964,СберБанк,"Боткинская ул., 4, Санкт-Петербург",,,,59.957503,30.354235,"4,4",,
33,1017263152,СберБанк,"Бухарестская ул., 23, корп. 1, Санкт-Петербург",,,,59.873568,30.376631,"4,4",,
34,1027204699,СберБанк,"Большая Зеленина ул., 14/18А, Санкт-Петербург",,,,59.961615,30.291078,"4,3",,
35,1059914109,СберБанк,"Лиговский просп., 105, Санкт-Петербург",,,,59.921572,30.354030,"4,3",,
36,1013546553,СберБанк,"просп. КИМа, 4Б, Санкт-Петербург",,,,59.949532,30.244676,"4,3",,
37,1102286164,СберБанк,"Гатчинская ул., 1/56, Санкт-Петербург",,,,59.960608,30.303332,"4,4",,
38,118054401618,СберБанк,"Бухарестская ул., 43, Санкт-Петербург",,,,59.860798,30.389650,"4,3",,
39,1106442682,СберБанк,"просп. Елизарова, 11, Санкт-Петербург",,,,59.896793,30.424356,"4,4",,
40,1072057945,СберБанк,"ул. Смолячкова, 19, Санкт-Петербург",,,,59.970954,30.346564,"4,4",,
41,1021806751,СберБанк,"ул. Типанова, 27/39, Санкт-Петербург",,,,59.853592,30.351023,"4,5",,
42,1184578702,СберБанк,"Суворовский просп., 56, Санкт-Петербург",,,,59.944628,30.386259,"4,3",,
43,1068241367,СберБанк,"ул. Савушкина, 3, Санкт-Петербург",,,,59.986769,30.299241,"4,3",,
44,1243069887,СберБанк,"Малый просп. Васильевского острова, 23, Санкт-Петербург",,,,59.946389,30.271708,"4,2",,
45,124150037844,СберБанк,"Ленинский просп., 117, корп. 1, Санкт-Петербург",,,,59.851105,30.255569,"4,4",,
46,1100223844,СберБанк,"просп. Стачек, 26, Санкт-Петербург",,,,59.890017,30.272115,"4,3",,
47,1109422897,СберБанк,"Лесной просп., 75, Санкт-Петербург",,,,59.988156,30.341199,"4,2",,
48,33555111316,СберБанк,"Невский просп., 114-116, Санкт-Петербург",,,,59.932072,30.359058,"4,3",,
49,1174947281,СберБанк,"Бассейная ул., 41, Санкт-Петербург",,,,59.864706,30.321650,"4,3",,
50,1499269781,СберБанк,"площадь Карла Фаберже, 8Б, Санкт-Петербург",,,,59.935139,30.436028,"4,3",,
51,181432090343,СберБанк,"Московский просп., 172, Санкт-Петербург",,,,59.877701,30.320775,"4,3",,
52,1126509971,СберБанк,"Бухарестская ул., 49/43, Санкт-Петербург",,,,59.858098,30.392503,"4,4",,
53,1191888272,СберБанк,"Ленинский просп., 95, корп. 1, Санкт-Петербург",,,,59.853208,30.213587,"4,5",,
54,50770863009,СберБанк,"ул. Маяковского, 1/96, Санкт-Петербург",,,,59.932874,30.354693,"4,1",,
55,1072942815,СберБанк,"просп. Стачек, 18, Санкт-Петербург",,,,59.895128,30.279416,"4,3",,
56,1017542329,СберБанк,"Каменноостровский просп., 32, Санкт-Петербург",,,,59.964004,30.313072,"4,0",,
57,1003842121,СберБанк,"Софийская ул., 29, корп. 2, Санкт-Петербург",,,,59.877784,30.395664,"4,3",,
58,1025636426,СберБанк,"7-я Советская ул., 9/20, Санкт-Петербург",,,,59.935978,30.371862,"4,3",,
59,1104583062,СберБанк,"Коломяжский просп., 15, корп. 2, Санкт-Петербург",,,,60.001928,30.299212,"4,4",,
60,10483204357,СберБанк,"Полюстровский просп., 84, Санкт-Петербург",,,,59.987920,30.354217,"4,2",,
61,1053687046,СберБанк,"ул. Димитрова, 12, корп. 1, Санкт-Петербург",,,,59.847562,30.382022,"4,5",,
62,1031453161,СберБанк,"Ленинский просп., 71, корп. 1, Санкт-Петербург",,,,59.859561,30.185323,"4,4",,
63,1075155954,СберБанк,"ш. Революции, 16, Санкт-Петербург",,,,59.959487,30.416534,"4,3",,
64,1091458863,СберБанк,"Кондратьевский просп., 53, Санкт-Петербург",,,,59.974176,30.390144,"4,3",,
65,1057425000,СберБанк,"Бассейная ул., 17, Санкт-Петербург",,,,59.864338,30.306248,"4,4",,
66,1133300622,СберБанк,"ул. Бабушкина, 38, корп. 2, Санкт-Петербург",,,,59.878021,30.442290,"4,3",,
67,76288578650,СберБанк,"просп. Ветеранов, 43, Санкт-Петербург",,,,59.842114,30.241972,"4,4",,
68,1056208411,СберБанк,"бул. Новаторов, 98, Санкт-Петербург",,,,59.841166,30.253757,"4,4",,
69,191740778488,СберБанк,"Торфяная дорога, 7, лит.А, Санкт-Петербург",,,,59.989365,30.256788,"4,3",,
70,1112652568,СберБанк,"Среднеохтинский просп., 10, Санкт-Петербург",,,,59.948436,30.414207,"4,4",,
71,195335520750,СберБанк,"Московский просп., 193, Санкт-Петербург",,,,59.851690,30.320875,"4,3",,
72,1258980554,СберБанк,"ул. Белы Куна, 1, корп. 3, Санкт-Петербург",,,,59.869647,30.377856,"4,3",,
73,1112971108,СберБанк,"просп. Стачек, 90, Санкт-Петербург",,,,59.868338,30.260875,"4,3",,
74,1030930390,СберБанк,"Политехническая ул., 17, корп. 1, Санкт-Петербург",,,,60.000231,30.366558,"4,3",,
75,161970409606,СберБанк,"ул. Коллонтай, 10, Санкт-Петербург",,,,59.916762,30.452567,"4,3",,
76,147513585970,СберБанк,"Народная ул., 2, Санкт-Петербург",,,,59.880016,30.456985,"4,4",,
77,1020469673,СберБанк,"Яхтенная ул., 10, корп. 1, Санкт-Петербург",,,,59.989229,30.215571,"4,3",,
78,1130416816,СберБанк,"просп. Большевиков, 17, Санкт-Петербург",,,,59.908150,30.480245,"4,4",,
79,1035696029,СберБанк,"просп. Ветеранов, 114, корп. 1, Санкт-Петербург",,,,59.832613,30.196541,"4,5",,
80,1305443920,СберБанк,"ул. Маршала Захарова, 23, Санкт-Петербург",,,,59.853015,30.194866,"4,4",,
81,1105663355,СберБанк,"Морская наб., 17В, Санкт-Петербург",,,,59.943189,30.207529,"4,4",,
82,1015133225,СберБанк,"Индустриальный просп., 26/24, Санкт-Петербург",,,,59.947823,30.474236,"4,5",,
83,1190998012,СберБанк,"ул. Партизана Германа, 14/117, Санкт-Петербург",,,,59.834870,30.176702,"4,4",,
84,124264199403,СберБанк,"ул. Бутлерова, 40, Санкт-Петербург",,,,60.010253,30.404325,"4,7",,
85,1096338817,СберБанк,"просп. Большевиков, 2, Санкт-Петербург",,,,59.917890,30.473396,"4,4",,
86,1111133173,СберБанк,"Пискарёвский просп., 35, Санкт-Петербург",,,,59.976990,30.419101,"4,3",,
87,1045547626,СберБанк,"Комендантский просп., 30, корп. 1, Санкт-Петербург",,,,60.015280,30.249511,"4,4",,
88,61892761861,СберБанк,"просп. Обуховской Обороны, 120Б, Санкт-Петербург",,,,59.865301,30.471504,"4,3",,
89,1155925748,СберБанк,"просп. Славы, 4, Санкт-Петербург",,,,59.855395,30.371671,"4,4",,
90,1086991727,СберБанк,"просп. Энгельса, 55, Санкт-Петербург",,,,60.016009,30.323180,"4,3",,
91,30556296404,СберБанк,"Балканская площадь, 5АД, Санкт-Петербург",,,,59.828632,30.380257,"4,3",,
92,1125094023,СберБанк,"просп. Энгельса, 21, Санкт-Петербург",,,,60.003034,30.328971,"4,3",,
93,1015493299,СберБанк,"просп. Стачек, 73, Санкт-Петербург",,,,59.868042,30.259810,"4,3",,
94,75828822244,СберБанк,"Ленинский просп., 56, Санкт-Петербург",,,,59.866377,30.160792,"4,4",,
95,1075806221,СберБанк,"ул. Савушкина, 128, корп. 1Б, Санкт-Петербург",,,,59.988798,30.199832,"4,2",,
96,168930424105,СберБанк,"ул. Ленсовета, 88, Санкт-Петербург",,,,59.833088,30.350275,"4,4",,
97,179550302207,СберБанк,"Ленинский просп., 160, Санкт-Петербург",,,,59.852384,30.301055,"4,3",,
98,82810455718,СберБанк,"Суворовский просп., 35, Санкт-Петербург",,,,59.938812,30.376187,"4,4",,
99,1138174520,СберБанк,"Петергофское ш., 45, Санкт-Петербург",,,,59.847914,30.151870,"4,4",,
100,1001706397,СберБанк,"Богатырский просп., 43, корп. 1, Санкт-Петербург",,,,60.004209,30.236851,"4,4",,
101,1049321052,СберБанк,"ул. Коллонтай, 24, корп. 2, Санкт-Петербург",,,,59.921538,30.474774,"4,4",,
102,34292635590,СберБанк,"Московский просп., 212, Санкт-Петербург",,,,59.852189,30.327151,"4,1",,
103,1004532609,СберБанк,"просп. Космонавтов, 63, корп. 1, Санкт-Петербург",,,,59.838949,30.357169,"4,4",,
104,1001255103,СберБанк,"Капитанская ул., 4, Санкт-Петербург",,,,59.954768,30.215020,"4,3",,
105,188087639478,СберБанк,"Бухарестская ул., 112, Санкт-Петербург",,,,59.849919,30.403621,"4,4",,
106,1131662050,СберБанк,"аллея Поликарпова, 6, корп. 1, Санкт-Петербург",,,,60.006656,30.291280,"4,4",,
