,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,1267001409,СберБанк,"Платовский просп., 59Б, Новочеркасск",,,,47.410643,40.102800,"4,7",,
1,145453778478,СберБанк,"просп. Ермака, 82, Новочеркасск",,,,47.418339,40.102101,"4,7",,
2,1203005465,СберБанк,"Платовский просп., 71, Новочеркасск",,,,47.407360,40.092841,"4,7",,
3,94348088458,СберБанк,"Баклановский просп., 140, Новочеркасск",,,,47.422881,40.061978,"4,5",,
4,1025765377,СберБанк,"Ровная ул., 1, Новочеркасск",,,,47.489907,40.095521,"4,7",,
5,3185550647,СберБанк,"Платовский просп., 59Б, Новочеркасск",,,,47.410751,40.102862,"4,5",,
6,1035726810,СберБанк,"Привокзальная ул., 12, Новочеркасск",,,,47.478179,40.069470,"4,4",,
7,1106697389,СберБанк,"Школьная ул., 48, станица Кривянская",,,,47.395342,40.165015,"4,3",,
8,1085902162,СберБанк,"ул. Визирова, 9/2, Новочеркасск",,,,47.484701,40.061690,"4,2",,
9,1030709590,СберБанк,"ул. Николаевой-Терешковой, 5, Новочеркасск",,,,47.409345,40.255107,"4,5",,
10,1032503413,СберБанк,"ул. Мира, 19, посёлок Персиановский",,,,47.517006,40.110172,"4,1",,
11,220139300161,СберБанк,"просп. 40-летия Победы, 79, Ростов-на-Дону",,,,47.238442,39.823614,"4,6",,
12,1225488110,СберБанк,"просп. Ленина, 18, Аксай",,,,47.264407,39.859566,"4,4",,
13,49033083391,СберБанк,"Институтская ул., 13, посёлок Рассвет",,,,47.365060,39.891559,"4,3",,
14,1524913852,СберБанк,"ул. Подройкина, 6, станица Багаевская",,,,47.325697,40.368358,"4,5",,
15,20278299958,СберБанк,"Советская ул., 265А, станица Грушевская",,,,47.439163,39.960963,"4,0",,
16,1104120108,СберБанк,"ул. Дзержинского, 1Д, Аксай",,,,47.264399,39.864173,"4,2",,
17,1139689407,СберБанк,"Российская ул., 7, посёлок Казачьи Лагери",,,,47.555113,40.120243,"4,2",,
18,1096621826,СберБанк,"ул. Горького, 20, посёлок Октябрьский",,,,47.401435,39.834776,"4,3",,
19,1009452847,СберБанк,"Советская ул., 41, слобода Красюковская",,,,47.527662,40.089331,"4,5",,
20,1226734007,СберБанк,"Школьная ул., 6, станица Заплавская",,,,47.411736,40.301738,"4,0",,
21,1051396111,СберБанк,"Советская ул., 38, станица Бессергеневская",,,,47.400460,40.337940,"4,3",,
22,1072965493,СберБанк,"Школьная ул., 13, посёлок Верхнегрушевский",,,,47.593994,40.151737,"2,9",,
