ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1015006259,СберБанк,"ул. Пушкина, 33А/72, Нальчик",,,,43.481131,43.604287,"4,7",,
67528337674,СберБанк,"ул. Пушкина, 60, Нальчик",,,,43.482008,43.607144,"4,5",,
1130034912,СберБанк,"просп. Ленина, 35, Нальчик",,,,43.480679,43.600522,"4,6",,
1129226757,СберБанк,"Кабардинская ул., 206А, Нальчик",,,,43.505444,43.640597,"4,6",,
1058447392,СберБанк,"просп. Кулиева, 6, Нальчик",,,,43.473139,43.583901,"4,7",,
1091809180,СберБанк,"ул. 2-й Таманской Дивизии, 65, Нальчик",,,,43.482695,43.643705,"4,6",,
1009315372,СберБанк,"Баксанское ш., 33, Чегем",,,,43.565795,43.590552,"4,5",,
1125668275,СберБанк,"ул. Ленина, 141, село Нартан",,,,43.507657,43.704242,"4,4",,
191031328955,СберБанк,"ул. Байсултанова, 96, село Яникой",,,,43.543,43.505975,,,
102081699738,СберБанк,"ул. С.Х. Бадракова, 79, село Аушигер",,,,43.391622,43.735652,,,
