ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1018912651,СберБанк,"ул. Малыгина, 51/2, Тюмень",,,,57.142151,65.55249,"4,5",,
1041111351,СберБанк,"ул. Мориса Тореза, 1, Тюмень",,,,57.147294,65.550571,"4,5",,
1099453960,СберБанк,"ул. Червишевский Тракт, 19, Тюмень",,,,57.128543,65.524012,"4,6",,
1093006501,СберБанк,"ул. Мельникайте, 135Б, Тюмень",,,,57.122268,65.550324,"4,5",,
1016759554,СберБанк,"ул. Республики, 146, Тюмень",,,,57.136915,65.570671,"4,4",,
21958491871,СберБанк,"ул. Кирова, 35, Тюмень",,,,57.156869,65.531064,"4,5",,
1621719533,СберБанк,"ул. Пермякова, 46А, Тюмень",,,,57.120378,65.580197,"4,5",,
1078871849,СберБанк,"ул. Московский Тракт, 118, Тюмень",,,,57.134377,65.493855,"4,4",,
1177383777,СберБанк,"Рижская ул., 61, Тюмень",,,,57.134613,65.583531,"4,8",,
1585824733,СберБанк,"ул. Газовиков, 43, Тюмень",,,,57.17344,65.560685,"4,5",,
1147219623,СберБанк,"ул. Герцена, 70, Тюмень",,,,57.151807,65.533124,"4,4",,
1099524536,СберБанк,"ул. 50 лет Октября, 3, Тюмень",,,,57.153142,65.567969,"4,4",,
1040737750,СберБанк,"Ямская ул., 75, Тюмень",,,,57.160446,65.493487,"4,7",,
1023871456,СберБанк,"ул. Пермякова, 63, Тюмень",,,,57.112458,65.572528,"4,5",,
188810797507,СберБанк,"Профсоюзная ул., 52, Тюмень",,,,57.152463,65.555909,"4,4",,
1636018091,СберБанк,"ул. Федюнинского, 67, Тюмень",,,,57.102684,65.571003,"4,5",,
1232546127,СберБанк,"ул. Мельникайте, 54, Тюмень",,,,57.148687,65.587474,"4,3",,
1067631923,СберБанк,"ул. Моторостроителей, 5, микрорайон Восточный, Тюмень",,,,57.106579,65.607077,"4,5",,
1071240604,СберБанк,"ул. 50 лет Октября, 88, Тюмень",,,,57.134612,65.601245,"4,3",,
1091954901,СберБанк,"ул. Пермякова, 39, Тюмень",,,,57.1162,65.576935,"4,5",,
55610715109,СберБанк,"ул. Беляева, 35, корп. 1, Тюмень",,,,57.176063,65.653873,"4,7",,
1115155730,СберБанк,"ул. Ватутина, 55, Тюмень",,,,57.187184,65.588373,"4,4",,
156023935581,СберБанк,"ул. Республики, 215А, Тюмень",,,,57.121737,65.610737,"4,3",,
1090188389,СберБанк,"Широтная ул., 171, корп. 1, Тюмень",,,,57.099829,65.612732,"4,6",,
1007860945,СберБанк,"ул. Казачьи Луга, 1, Тюмень",,,,57.150754,65.65366,"4,6",,
1022758931,СберБанк,"ул. Бурлаки, 2, посёлок Московский",,,,57.113438,65.42485,"4,1",,
1065253384,СберБанк,"ул. Александра Пушкина, 11, микрорайон Антипино, Тюмень",,,,57.107905,65.733161,"4,0",,
