ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1040448865,СберБанк,"Новомытищинский просп., 5, корп. 1, Мытищи",,,,55.915759,37.749699,"4,7",,
1015728560,СберБанк,"Олимпийский просп., 21, Мытищи",,,,55.924832,37.754737,"4,5",,
1177691513,СберБанк,"Юбилейная ул., 3, корп. 1, Мытищи",,,,55.915079,37.722587,"4,7",,
1054108376,СберБанк,"Вокзальная площадь, 2, Мытищи",,,,55.913409,37.761914,"4,3",,
1214262643,СберБанк,"ул. Академика Каргина, 21, Мытищи",,,,55.916487,37.773821,"4,4",,
1178698834,СберБанк,"Новомытищинский просп., 34/2, Мытищи",,,,55.911106,37.737103,"4,5",,
1156698519,СберБанк,"Лётная ул., 30, корп. 1, Мытищи",,,,55.90799,37.719514,"4,6",,
1247944515,СберБанк,"ул. Веры Волошиной, 12, Мытищи",,,,55.893151,37.725631,"4,6",,
1192524051,СберБанк,"ул. Гагарина, 12/14, Королёв",,,,55.917239,37.806045,"4,4",,
1228254849,СберБанк,"ул. Грабина, 8Б, Королёв",,,,55.92577,37.820158,"4,6",,
1226249539,СберБанк,"Лётная ул., 40, Мытищи",,,,55.903754,37.711825,"4,6",,
110976892300,СберБанк,"2-я Институтская ул., 18, Мытищи",,,,55.930137,37.790659,"4,3",,
1033986670,СберБанк,"Силикатная ул., 39, Мытищи",,,,55.940296,37.778727,"4,4",,
106511527922,СберБанк,"ул. Егора Абакумова, 10, корп. 1, Москва",,,,55.879422,37.714918,"4,4",,
56395602542,СберБанк,"ул. Малыгина, 7, Москва",,,,55.880507,37.694917,"4,6",,
1021508056,СберБанк,"Новомытищинский просп., 82, Мытищи",,,,55.902084,37.722793,"4,3",,
1153685529,СберБанк,"ул. Тихонравова, 36, микрорайон Юбилейный, Королёв",,,,55.936446,37.844746,"4,8",,
1045546947,СберБанк,"просп. Космонавтов, 6А, Королёв",,,,55.919001,37.867452,"4,7",,
1032013243,СберБанк,"Широкая ул., 12, Москва",,,,55.886731,37.65947,"4,4",,
1012146630,СберБанк,"Енисейская ул., 29, Москва",,,,55.87357,37.665282,"4,3",,
1041863881,СберБанк,"Ярославское ш., 28, Москва",,,,55.861199,37.6944,"4,4",,
1131173418,СберБанк,"Тайнинская ул., 24, Москва",,,,55.884169,37.686814,"4,5",,
1228327522,СберБанк,"Фабричная ул., 6, корп. 3, микрорайон Пироговский, Мытищи",,,,55.980619,37.742367,"3,9",,
1006058569,СберБанк,"ул. Лётчика Бабушкина, 37, корп. 2, Москва",,,,55.872897,37.677093,"4,5",,
