ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1003738891,СберБанк,"ул. Советов, 14, Новороссийск",,,,44.724277,37.768114,"4,7",,
222316367418,СберБанк,"Анапское ш., 18А, Новороссийск",,,,44.728277,37.758075,"4,5",,
33896194617,СберБанк,"ул. Бирюзова, 2, Новороссийск",,,,44.722131,37.769369,"4,4",,
1170112414,СберБанк,"ул. Видова, 179, Новороссийск",,,,44.743243,37.724921,"4,6",,
1043589956,СберБанк,"Тобольская ул., 7, Новороссийск",,,,44.737769,37.732126,"4,7",,
1157013163,СберБанк,"просп. Ленина, 10, Новороссийск",,,,44.702908,37.784474,"4,4",,
127224895115,СберБанк,"просп. Дзержинского, 207, Новороссийск",,,,44.686298,37.778739,"4,5",,
1181543895,СберБанк,"Малоземельская ул., 4, Новороссийск",,,,44.686661,37.76815,"4,5",,
1255836970,СберБанк,"просп. Дзержинского, 198, Новороссийск",,,,44.679501,37.780833,"4,6",,
1758509805,СберБанк,"Сухумское ш., 38, Новороссийск",,,,44.736789,37.79782,"4,5",,
1186790331,СберБанк,"Школьная ул., 13Б, село Мысхако",,,,44.660121,37.764681,"4,3",,
12167612670,СберБанк,"Революционная ул., 88А, село Кабардинка",,,,44.652434,37.93819,"4,3",,
137463124497,СберБанк,"Промышленная ул., 18, село Абрау-Дюрсо",,,,44.702658,37.600621,"3,8",,
1082187032,СберБанк,"ул. Котова, 49А, станица Раевская",,,,44.834657,37.549956,"4,3",,
