ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
76960948740,СберБанк,"ул. Дзержинского, 42, Курск",,,,51.72684,36.185295,"4,6",,
174069617480,СберБанк,"ул. Ленина, 67, Курск",,,,51.743245,36.194758,"4,7",,
72283352958,СберБанк,"ул. Дзержинского, 69А, Курск",,,,51.722759,36.171643,"4,5",,
124149526919,СберБанк,"Студенческая ул., 3, микрорайон Северо-Западный, Курск",,,,51.740767,36.144772,"4,6",,
1084794568,СберБанк,"ул. Дейнеки, 1, микрорайон Курского Завода Тракторных Запчастей, Курск",,,,51.708746,36.146347,"4,8",,
186512561682,СберБанк,"ул. Карла Маркса, 55, Курск",,,,51.757122,36.189365,"4,5",,
1001979773,СберБанк,"ул. Бойцов 9-й Дивизии, 185В, Курск",,,,51.72689,36.139161,"4,4",,
1118949155,СберБанк,"просп. Дружбы, 22, Курск",,,,51.740224,36.132448,"4,7",,
1080243978,СберБанк,"ул. Карла Маркса, 66/3, Курск",,,,51.760053,36.186203,"4,5",,
1109851237,СберБанк,"Союзная ул., 41А, Курск",,,,51.746441,36.247318,"4,6",,
1052808985,СберБанк,"просп. Кулакова, 7, Курск",,,,51.671862,36.141351,"4,6",,
1045929449,СберБанк,"ул. Дубровинского, 5, Курск",,,,51.75556,36.214935,"4,6",,
1106584439,СберБанк,"ул. Менделеева, 10, Курск",,,,51.668863,36.082135,"4,7",,
1100235491,СберБанк,"Магистральный пр., 18, Курск",,,,51.650964,36.140113,"4,3",,
