,ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
0,1351996786,СберБанк,"ул. Кирова, 108, Новосибирск",,,,55.012788,82.952419,"4,4",,
1,1167575935,СберБанк,"Большевистская ул., 151, Новосибирск",,,,54.996704,82.966586,"4,7",,
2,1032126666,СберБанк,"Серебренниковская ул., 20, Новосибирск",,,,55.024743,82.926454,"4,5",,
3,1084557511,СберБанк,"ул. Кирова, 76, Новосибирск",,,,55.017001,82.942936,"4,4",,
4,1182171426,СберБанк,"Красный просп., 46, Новосибирск",,,,55.033545,82.919885,"4,5",,
5,12146230591,СберБанк,"ул. Покрышкина, 1, Новосибирск",,,,54.979754,82.894078,"4,5",,
6,1104091780,СберБанк,"ул. Дуси Ковальчук, 75, Новосибирск",,,,55.052891,82.894390,"4,6",,
7,1143901419,СберБанк,"Комсомольская ул., 10, Кировский район, Северо-Чемской жилмассив, Новосибирск",,,,54.957460,82.964244,"4,7",,
8,1149412031,СберБанк,"ул. Бориса Богаткова, 208/1, Новосибирск",,,,55.035746,82.976170,"4,4",,
9,1013009171,СберБанк,"просп. Карла Маркса, 14, Новосибирск",,,,54.985875,82.901400,"4,3",,
10,1109698954,СберБанк,"ул. Гоголя, 1, Новосибирск",,,,55.042252,82.914015,"4,5",,
11,1586123336,СберБанк,"ул. Петухова, 74, Новосибирск",,,,54.937494,82.909534,"4,4",,
12,145416808499,СберБанк,"просп. Дзержинского, 30/1, Новосибирск",,,,55.056357,82.976749,"4,4",,
13,1328437254,СберБанк,"ул. Кошурникова, 8/1, Новосибирск",,,,55.042896,82.952985,"4,4",,
14,1113428709,СберБанк,"ул. Титова, 7, Новосибирск",,,,54.982424,82.885290,"4,5",,
15,1161282114,СберБанк,"Гусинобродское ш., 31, Новосибирск",,,,55.039048,83.014362,"4,5",,
16,209209242957,СберБанк,"ул. Сибиряков-Гвардейцев, 62, Новосибирск",,,,54.938745,82.896398,"4,9",,
17,173548758603,СберБанк,"просп. Карла Маркса, 22, Новосибирск",,,,54.989026,82.906618,"4,4",,
18,38805053693,СберБанк,"ул. Бориса Богаткова, 206А, Новосибирск",,,,55.032998,82.972376,"4,6",,
19,1150199102,СберБанк,"ул. Гоголя, 43/1, Новосибирск",,,,55.044235,82.938556,"4,5",,
20,1079991039,СберБанк,"Оловозаводская ул., 18/1, Кировский район, Северо-Чемской жилмассив, Новосибирск",,,,54.963007,82.951311,"4,4",,
21,1021007845,СберБанк,"ул. Титова, 27, Новосибирск",,,,54.981118,82.870411,"4,4",,
22,1249223568,СберБанк,"ул. Ленина, 59, Новосибирск",,,,55.034084,82.900613,"4,4",,
23,1255085211,СберБанк,"Красный просп., 88, Новосибирск",,,,55.050794,82.915339,"4,4",,
24,1052975719,СберБанк,"Лазурная ул., 17, Новосибирск",,,,55.032266,83.013096,"4,3",,
25,1104873754,СберБанк,"Выборная ул., 125/1, Новосибирск",,,,55.003534,83.021310,"4,3",,
26,1072558487,СберБанк,"ул. Пархоменко, 26, Новосибирск",,,,54.987577,82.859470,"4,4",,
27,97366815367,СберБанк,"ул. Бориса Богаткова, 262, Новосибирск",,,,55.040470,82.982454,"4,5",,
28,1165122654,СберБанк,"ул. Дуси Ковальчук, 394, Новосибирск",,,,55.064697,82.926611,"4,3",,
29,1125489269,СберБанк,"Учительская ул., 24, Новосибирск",,,,55.078858,82.969608,"4,5",,
30,43063623347,СберБанк,"Курганская ул., 38/2, Новосибирск",,,,54.970406,82.842256,"4,5",,
31,226146025537,СберБанк,"80, рабочий посёлок Краснообск",,,,54.921117,82.991016,"4,3",,
32,71356051432,СберБанк,"ул. Крылова, 29, Новосибирск",,,,55.041423,82.928550,"4,6",,
33,1372581952,СберБанк,"ул. Гребенщикова, 8, Калининский район, микрорайон Родники, Новосибирск",,,,55.110145,82.942085,"4,7",,
34,1171670447,СберБанк,"ул. Зорге, 269, Кировский район, Затулинский жилмассив, Новосибирск",,,,54.934179,82.923305,"4,2",,
35,1003224874,СберБанк,"ул. Станиславского, 28, Новосибирск",,,,54.975562,82.872278,"4,4",,
36,1030832507,СберБанк,"ул. Сибиряков-Гвардейцев, 50, Новосибирск",,,,54.963305,82.900550,"4,3",,
37,1152039759,СберБанк,"ул. Челюскинцев, 30/1, Новосибирск",,,,55.039626,82.906849,"4,4",,
38,1210856395,СберБанк,"ул. Шмидта, 12, Новосибирск",,,,54.975037,83.080653,"4,3",,
39,1010710037,СберБанк,"ул. Станиславского, 3, Новосибирск",,,,54.989650,82.871102,"4,4",,
40,135370174874,СберБанк,"Колхидская ул., 2, Новосибирск",,,,54.988662,82.815485,"4,6",,
41,1247793391,СберБанк,"ул. Мичурина, 23, Новосибирск",,,,55.041805,82.921032,"4,2",,
