ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1071998515,СберБанк,"Первомайский просп., 47/1, Рязань",,,,54.628757,39.712336,"4,6",,
30101378129,СберБанк,"Народный бул., 11, Рязань",,,,54.641162,39.65556,"4,8",,
229443971646,СберБанк,"ул. Грибоедова, 11, Рязань",,,,54.63001,39.762263,"4,8",,
1777800121,СберБанк,"ул. Ленина, 2, Рязань",,,,54.62244,39.755769,"4,5",,
1044831779,СберБанк,"ул. Маяковского, 37, Рязань",,,,54.620599,39.743154,"4,7",,
1013669854,СберБанк,"Интернациональная ул., 8, район Канищево, Рязань",,,,54.67408,39.65511,"4,6",,
1015112596,СберБанк,"ул. Дзержинского, 33, Рязань",,,,54.622343,39.721411,"4,8",,
1154297727,СберБанк,"ул. Пожалостина, 19, Рязань",,,,54.628369,39.73031,"4,5",,
1117919568,СберБанк,"Интернациональная ул., 22А, район Канищево, Рязань",,,,54.663893,39.668319,"4,6",,
1127758040,СберБанк,"ул. Чкалова, 1, корп. 2, Рязань",,,,54.627466,39.706773,"4,6",,
1069859669,СберБанк,"ул. Крупской, 19, Московский район, Рязань",,,,54.638143,39.656966,"4,4",,
1006871921,СберБанк,"Бронная ул., 12, район Приокский, Рязань",,,,54.654484,39.649751,"4,5",,
1125487106,СберБанк,"ул. Советской Армии, 6, район Песочня, Рязань",,,,54.615179,39.793422,"4,8",,
170112064840,СберБанк,"ул. 4-я Линия, 1, Рязань",,,,54.612288,39.718774,"4,5",,
1131415491,СберБанк,"ул. Тимакова, 14, район Песочня, Рязань",,,,54.611356,39.80384,"4,6",,
219880471040,СберБанк,"ул. Пожалостина, 23, Рязань",,,,54.629534,39.730331,"4,5",,
1005896928,СберБанк,"ул. Гоголя, 44, Рязань",,,,54.602895,39.713137,"4,7",,
1020207353,СберБанк,"Высоковольтная ул., 5, корп. 1, Рязань",,,,54.623674,39.714151,"4,5",,
1132074616,СберБанк,"Куйбышевское ш., 14Б, Рязань",,,,54.603043,39.763998,"4,5",,
1113674883,СберБанк,"ул. Сельских Строителей, 3Ж, район Недостоево, Рязань",,,,54.687679,39.625384,"4,8",,
13459909986,СберБанк,"36А, микрорайон Октябрьский городок, Рязань",,,,54.608827,39.673591,"4,6",,
1009169417,СберБанк,"ул. Павлова, 52, Рязань",,,,54.632116,39.727706,"4,5",,
1054035430,СберБанк,"ул. Новосёлов, 42, район Песочня, Рязань",,,,54.603329,39.819248,"4,7",,
242467699223,СберБанк,"ул. Белякова, 9, Рязань",,,,54.656042,39.589194,"4,3",,
1083926655,СберБанк,"Васильевская ул., 16, район Песочня, Рязань",,,,54.602212,39.829688,"4,8",,
