ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
137711305370,СберБанк,"ул. Суворова, 81, Пенза",,,,53.200609,45.010548,"4,8",,
1056588162,СберБанк,"ул. Кураева, 1А, Пенза",,,,53.189235,45.016548,"4,7",,
5666090490,СберБанк,"ул. Красная Горка, 36А, Пенза",,,,53.172713,45.010357,"4,6",,
1028881724,СберБанк,"ул. Антонова, 9, Пенза",,,,53.184353,45.063833,"4,7",,
1187696427,СберБанк,"ул. Суворова, 171, Пенза",,,,53.202154,44.995319,"4,7",,
151674055405,СберБанк,"ул. Мира, 6, Пенза",,,,53.1898,44.982407,"4,7",,
1078330081,СберБанк,"ул. Клары Цеткин, 63, Пенза",,,,53.215602,45.049497,"4,7",,
1076835176,СберБанк,"ул. Луначарского, 7Б, Пенза",,,,53.206983,45.009301,"4,7",,
236335106256,СберБанк,"ул. Пушкина, 15, Пенза",,,,53.196727,45.005409,"4,5",,
1111891121,СберБанк,"просп. Победы, 126, Пенза",,,,53.228217,44.93503,"4,7",,
1099814912,СберБанк,"просп. Строителей, 122, Пенза",,,,53.221499,44.899432,"4,8",,
1067240892,СберБанк,"ул. Кижеватова, 8, Пенза",,,,53.166068,44.979275,"4,6",,
1076232722,СберБанк,"ул. Аустрина, 152А, Пенза",,,,53.24446,45.01411,"4,8",,
1084112273,СберБанк,"просп. Строителей, 40, Пенза",,,,53.221928,44.925991,"4,7",,
1085688217,СберБанк,"ул. Гагарина, 9, Пенза",,,,53.222931,45.000144,"4,4",,
41932516950,СберБанк,"Ново-Терновская ул., 1, село Засечное",,,,53.132224,45.022279,"4,9",,
91690939405,СберБанк,"ул. Карпинского, 37, Пенза",,,,53.210295,44.979672,"4,5",,
76583007982,СберБанк,"ул. Терновского, 160Б, Пенза",,,,53.142335,45.023433,"4,6",,
1713140640,СберБанк,"Коммунистическая ул., 36А, Пенза",,,,53.210049,44.991168,"4,1",,
1098302711,СберБанк,"Коннозаводская ул., 25/1, Пенза",,,,53.172227,45.111408,"3,4",,
1129848412,СберБанк,"Планетная ул., 1, Пенза",,,,53.175923,45.038101,"2,7",,
1326857915,СберБанк,"Комсомольская ул., 1А, Заречный",,,,53.192426,45.1781,"4,5",,
1092089447,СберБанк,"ул. Ленина, 65, Заречный",,,,53.202822,45.152175,"4,4",,
3800859896,СберБанк,"Школьная ул., 48, железнодорожная станция Леонидовка",,,,53.127452,45.228809,"3,9",,
