ID,name,address,website,opening_hours,ypage,lat,lon,rating,phone,social
1387252252,СберБанк,"Ростовская ул., 19/3, территория Славянка, посёлок Шушары",,,,59.741804,30.47795,"4,7",,
1059140325,СберБанк,"Оранжерейная ул., 46, Пушкин",,,,59.725825,30.415178,"4,6",,
1030729845,СберБанк,"ул. Генерала Хазова, 20, Пушкин",,,,59.738419,30.41168,"4,4",,
1088397659,СберБанк,"Петербургское ш., 13/1, Пушкин",,,,59.737461,30.39648,"4,5",,
1088875426,СберБанк,"Московская ул., 33, Пушкин",,,,59.71838,30.40979,"4,3",,
1024828149,СберБанк,"Павловское ш., 19, Пушкин",,,,59.708001,30.414656,"4,6",,
1380413951,СберБанк,"Первомайская ул., 15, посёлок Шушары",,,,59.80685,30.377781,"4,4",,
1115805676,СберБанк,"просп. Ленина, 37, Колпино",,,,59.75077,30.574311,"4,6",,
1037354056,СберБанк,"ул. Олеко Дундича, 17, корп. 1, Санкт-Петербург",,,,59.827593,30.399039,"4,4",,
30556296404,СберБанк,"Балканская площадь, 5АД, Санкт-Петербург",,,,59.828632,30.380257,"4,3",,
73428355628,СберБанк,"Полковая ул., 1/25, Пушкин",,,,59.70228,30.38147,"4,6",,
1097129714,СберБанк,"Пролетарская ул., 60, Колпино",,,,59.741631,30.565074,"4,6",,
60968213015,СберБанк,"Центральная ул., 2/7, посёлок Металлострой",,,,59.806765,30.571213,"4,6",,
