,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,load_time
0,121134736912,Альфа-Банк,"Уральская ул., 75, Екатеринбург",alfabank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.853883,60.637647,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
1,157774066401,Альфа-Банк,,alfabank.ru,"'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",58.715692,60.597465,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
2,184038288372,Альфа-Банк,"ул. Халтурина, 55, Екатеринбург",alfabank.ru,"'mon': 08:00-22:00, 'tue': 08:00-22:00, 'wed': 08:00-22:00, 'thu': 08:00-22:00, 'fri': 08:00-22:00, 'sat': 08:00-22:00, 'sun': 08:00-22:00",56.853100,60.550277,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
3,163080522397,Альфа-Банк,"ул. Орджоникидзе, 15, Верхняя Пышма",alfabank.ru,"'mon': 10:00-00:00, 'tue': 10:00-00:00, 'wed': 10:00-00:00, 'thu': 10:00-00:00, 'fri': 10:00-00:00, 'sat': 10:00-00:00, 'sun': 10:00-00:00",56.972586,60.576086,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
4,32031583719,Альфа-Банк,"ул. Челюскинцев, 106, Екатеринбург",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",56.855979,60.606233,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/AlfaBank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
5,1071950196,Альфа-Банк,"ул. Бебеля, 136, Екатеринбург",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",56.860792,60.552298,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
6,93340144924,Альфа-Банк,"ул. Сулимова, 26, Екатеринбург",alfabank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-20:00, 'sun': 10:00-20:00",56.861825,60.644591,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
7,26820772860,Альфа-Банк,"Театральная ул., 6, Берёзовский",alfabank.ru,"'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",56.907151,60.810798,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
8,1118067114,Альфа-Банк,"просп. Космонавтов, 48, Екатеринбург",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",56.889577,60.614489,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
9,1117693830,Альфа-Банк,"ул. Сулимова, 50, Екатеринбург",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",56.863488,60.630766,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/AlfaBank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
10,201643328832,Альфа-Банк,"Восточная ул., 11А, Берёзовский",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",56.906876,60.809522,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
11,49856877649,Альфа-Банк,"ул. Бориса Ельцина, 3, Екатеринбург",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",56.844894,60.591437,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
12,1107870432,Альфа-Банк,"Успенский просп., 127, Верхняя Пышма",alfabank.ru,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00",56.981332,60.545956,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
13,46007798677,Альфа-Банк,"Свердловская область, Екатеринбург, Вокзальная улица",alfabank.ru,"'mon': 06:00-00:00, 'tue': 06:00-00:00, 'wed': 06:00-00:00, 'thu': 06:00-00:00, 'fri': 06:00-00:00, 'sat': 06:00-00:00, 'sun': 06:00-00:00",56.858055,60.602384,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
14,21588181835,Альфа-Банк,"Техническая ул., 14, Екатеринбург",alfabank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': 09:00-19:00",56.862386,60.545363,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
15,1734391175,Альфа-Банк,"просп. Космонавтов, 86, Екатеринбург",alfabank.ru,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00",56.906497,60.614848,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",2024-06-24 07:13:39
