,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/1057341779,СберБанк,"Заречная ул., 3, Нижний Новгород",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.290010,43.857001,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,76,57,100,,,,,2024-08-05 11:08:01
1,sberbank/1025888964,СберБанк,"ул. Героев Космоса, 8А, Нижний Новгород",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:30, 'sun': выходной, ",56.359928,43.821239,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,50,84,89,100,,,,2024-08-05 11:08:01
2,sberbank/1136666200,СберБанк,"ул. Коминтерна, 160, Нижний Новгород",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",56.345684,43.870485,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",84,74,45,100,,80,77,,2024-08-05 11:08:01
3,sberbank/1126249131,СберБанк,"просп. Ленина, 53, Нижний Новгород",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': выходной, ",56.277823,43.921383,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",81,64,59,100,,,,,2024-08-05 11:08:01
4,sberbank/101733465841,СберБанк,"Московское ш., 173, Нижний Новгород",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.314777,43.887983,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,71,89,100,,,,,2024-08-05 11:08:01
5,sberbank/1269849791,СберБанк,"Березовская ул., 65, Нижний Новгород",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",56.322160,43.881013,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,67,62,80,,,,,2024-08-05 11:08:01
6,sberbank/1129236098,СберБанк,"просп. Ленина, 29, Нижний Новгород",,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",56.289081,43.930043,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,67,52,100,,,,,2024-08-05 11:08:01
7,sberbank/62468133526,СберБанк,"ул. Дьяконова, 24А, Нижний Новгород",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",56.262363,43.884445,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,63,83,89,67,,,,2024-08-05 11:08:01
8,sberbank/1188964967,СберБанк,"ул. Чаадаева, 16, Нижний Новгород",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",56.329959,43.846440,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,66,67,100,67,,,,2024-08-05 11:08:01
9,sberbank/1162824637,СберБанк,"ул. Коминтерна, 168, Нижний Новгород",,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-14:30, 'sun': выходной, ",56.349954,43.866972,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,36,45,100,,,,,2024-08-05 11:08:01
