,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Кредит,Ипотека,load_time
0,sberbank/1040897416,СберБанк,"ул. Савушкина, 25, корп. 1, Астрахань",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:00-18:00, 'wed': 08:00-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-14:30, 'sun': выходной, ",46.368798,48.049339,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",75,69,63,100,,,2024-08-04 18:58:41
1,sberbank/1144185469,СберБанк,"ул. Кирова, 41, Астрахань",,"'mon': 09:00-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной, ",46.343745,48.038029,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",77,57,,58,53,61,2024-08-04 18:58:41
2,sberbank/1026697746,СберБанк,"ул. Савушкина, 51, Астрахань",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 09:00-15:00, 'sun': выходной, ",46.358655,48.048513,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,69,43,,,,2024-08-04 18:58:41
3,sberbank/1091762198,СберБанк,"ул. Анри Барбюса, 17, Астрахань",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-13:00, 'sun': выходной, ",46.362467,48.046196,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,71,,,,,2024-08-04 18:58:41
4,sberbank/191774055651,СберБанк,"Адмиралтейская ул., 15, Астрахань",,"'mon': 08:30-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",46.351266,48.030340,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,87,,,,,2024-08-04 18:58:41
5,sberbank/45970966080,СберБанк,"ул. Кирова, 30/49, Астрахань",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': выходной, 'sun': выходной, ",46.346519,48.036853,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,76,,,,,2024-08-04 18:58:41
6,sberbank/1103349531,СберБанк,"ул. Богдана Хмельницкого, 24/45, Астрахань",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:00-18:00, 'wed': 08:00-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-15:00, 'sun': выходной, ",46.335246,48.018141,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],87,59,65,85,,,2024-08-04 18:58:41
7,sberbank/1010493795,СберБанк,"ул. Свердлова, 98, Астрахань",,"'mon': 08:00-18:00, 'tue': 08:00-18:00, 'wed': 08:00-18:00, 'thu': 08:00-18:00, 'fri': 08:00-18:00, 'sat': 08:00-15:30, 'sun': 08:30-13:00, ",46.346631,48.053697,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,67,62,,,,2024-08-04 18:58:41
8,sberbank/1122915482,СберБанк,"ул. Яблочкова, 34, Астрахань",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:00-18:00, 'wed': 08:00-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-14:00, 'sun': выходной, ",46.365894,48.069929,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,81,60,,,,2024-08-04 18:58:41
9,sberbank/1069074075,СберБанк,"ул. Победы, 48, Астрахань",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-13:30, 'sun': выходной, ",46.353484,48.057716,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,78,,,,,2024-08-04 18:58:41
10,sberbank/1008638388,СберБанк,"Боевая ул., 71, Астрахань",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-15:00, 'sun': выходной, ",46.327474,48.022282,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,64,,,,,2024-08-04 18:58:41
11,sberbank/196249535238,СберБанк,"ул. Куликова, 44А, Астрахань",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",46.355601,48.075418,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,60,,91,,,2024-08-04 18:58:41
