,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,load_time
0,sberbank/16760466681,СберБанк,"Набережночелнинский просп., 70/56, Набережные Челны",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.719100,52.375177,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,60,,,2024-07-29 10:17:12
1,sberbank/1107894339,СберБанк,"ул. Шамиля Усманова, 23А, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",55.735673,52.381065,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,72,82,,2024-07-29 10:17:12
2,sberbank/1211399402,СберБанк,"просп. Хасана Туфана, 45, корп. 3, Набережные Челны",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 08:30-15:30, 'sun': выходной, ",55.744180,52.388155,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,68,40,100,2024-07-29 10:17:12
3,sberbank/70277006418,СберБанк,"ул. Комарова, 18, посёлок ЗЯБ, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-14:00, 'sun': выходной, ",55.696058,52.348829,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,75,,,2024-07-29 10:17:12
4,sberbank/1078049235,СберБанк,"Сармановский тракт, 56, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-13:30, 'sun': выходной, ",55.697732,52.333846,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,74,,,2024-07-29 10:17:12
5,sberbank/19666282766,СберБанк,"наб. Габдуллы Тукая, 93/100, посёлок ГЭС, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 08:30-14:30, 'sun': выходной, ",55.698691,52.319221,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",89,68,,,2024-07-29 10:17:12
6,sberbank/1211948092,СберБанк,"10А, посёлок ГЭС, 2-й комплекс, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:00-13:00, 'sun': выходной, ",55.682265,52.294975,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,94,,,2024-07-29 10:17:12
7,sberbank/1258005937,СберБанк,"30, 11-й комплекс, Набережные Челны",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.736767,52.393619,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,81,80,,2024-07-29 10:17:12
8,sberbank/1006791768,СберБанк,"просп. Раиса Беляева, 12, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",55.734050,52.404857,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,75,,,2024-07-29 10:17:12
9,sberbank/1036164264,СберБанк,"просп. Сююмбике, 67А, Набережные Челны",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-14:30, 'sun': выходной, ",55.754598,52.410884,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",82,72,85,100,2024-07-29 10:17:12
