,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/1257821341,СберБанк,"ул. Некрасова, 12, Балашиха",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",55.791815,37.970799,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,60,49,97,30,,,,2024-08-05 01:13:26
1,sberbank/1026502090,СберБанк,"просп. Ленина, 47, Балашиха",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",55.797534,37.947344,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,64,60,89,53,74,78,,2024-08-05 01:13:26
2,sberbank/116580378923,СберБанк,"Советская ул., 6/17, Балашиха",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:00, 'sun': выходной, ",55.797665,37.934839,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",72,61,52,94,,,,,2024-08-05 01:13:26
3,sberbank/1658248251,СберБанк,"Октябрьская ул., 33, микрорайон Железнодорожный, Балашиха",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",55.751376,37.998027,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,76,63,86,29,,,,2024-08-05 01:13:26
4,sberbank/1052606493,СберБанк,"Пролетарская ул., 5, микрорайон Железнодорожный, Балашиха",,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-18:30, 'sun': выходной, ",55.748012,38.009732,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",74,52,56,91,76,,38,,2024-08-05 01:13:26
5,sberbank/1186173855,СберБанк,"ул. Объединения, 7/27, Балашиха",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-17:00, 'sun': выходной, ",55.826458,37.970116,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,72,86,92,81,,31,,2024-08-05 01:13:26
6,sberbank/1136729637,СберБанк,"Юбилейная ул., 2, корп. 1, микрорайон Железнодорожный, Балашиха",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-15:30, 'sun': выходной, ",55.741901,38.016254,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",69,52,64,79,55,56,43,,2024-08-05 01:13:26
7,sberbank/1115218846,СберБанк,"ул. 40 лет Победы, 1, Балашиха",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.814113,37.967556,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,70,53,92,9,,,,2024-08-05 01:13:26
8,sberbank/95915342913,СберБанк,"28, микрорайон Гагарина, Балашиха",,"'mon': выходной, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-15:30, 'sun': выходной, ",55.823768,37.928946,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,70,40,92,36,,,,2024-08-05 01:13:26
9,sberbank/1669299352,СберБанк,"просп. Героев, 6, микрорайон Железнодорожный, Балашиха",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-14:00, 'sun': выходной, ",55.741166,38.001674,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,72,39,88,22,,,,2024-08-05 01:13:26
10,sberbank/112543181863,СберБанк,"Южная ул., 3, стр. 1, микрорайон Кучино, Балашиха",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:30, 'sun': выходной, ",55.749851,37.952842,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",65,21,,,,,,,2024-08-05 01:13:26
11,sberbank/1078463481,СберБанк,"38, микрорайон Дзержинского, Балашиха",,"'mon': выходной, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-14:45, 'sun': выходной, ",55.776586,37.900841,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,28,8,69,8,,,,2024-08-05 01:13:26
12,sberbank/1026766377,СберБанк,"Юбилейный просп., 24/7, Реутов",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-16:00, 'sun': выходной, ",55.749179,37.862949,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",75,57,58,93,58,,,,2024-08-05 01:13:26
13,sberbank/49695211734,СберБанк,"Главная ул., 29, Восточный административный округ, район Восточный, Москва",,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-15:00, 'sun': выходной, ",55.819975,37.872344,"5,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",94,87,90,95,,,,,2024-08-05 01:13:26
14,sberbank/1284025392,СберБанк,"Советская ул., 9, микрорайон Заря, Балашиха",,"'mon': выходной, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-16:30, 'sun': выходной, ",55.756370,38.079709,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 01:13:26
15,sberbank/1152730247,СберБанк,"Новокосинская ул., 36Б, Москва",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:00, 'sun': выходной, ",55.742377,37.869451,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,69,65,97,,,,,2024-08-05 01:13:26
16,sberbank/1289802948,СберБанк,"ул. Ленина, 4, Реутов",,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-16:00, 'sun': выходной, ",55.754193,37.859184,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,56,25,,,,,,2024-08-05 01:13:26
17,sberbank/1102193377,СберБанк,"Саянская ул., 18, Москва",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:30-17:30, 'sun': выходной, ",55.766917,37.834327,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,81,88,93,89,,30,87,2024-08-05 01:13:26
18,sberbank/1133736123,СберБанк,"ул. Кирова, 9, Реутов",,"'mon': выходной, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной, ",55.757810,37.851314,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/careersber']",86,67,38,81,64,50,45,,2024-08-05 01:13:26
19,sberbank/1080915176,СберБанк,"Новокосинская ул., 23, Москва",,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:30-17:00, 'sun': выходной, ",55.740763,37.855374,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,71,67,100,,,,,2024-08-05 01:13:26
20,sberbank/1027804850,СберБанк,"Свободный просп., 33, Москва",,"'mon': 09:00-20:30, 'tue': 09:00-20:30, 'wed': 09:00-20:30, 'thu': 09:00-20:30, 'fri': 09:00-20:30, 'sat': 09:00-18:30, 'sun': выходной, ",55.752820,37.819316,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",69,52,41,85,,,,,2024-08-05 01:13:26
21,sberbank/1065604418,СберБанк,"Сиреневый бул., 53, Москва",,"'mon': 08:30-20:00, 'tue': 08:30-20:00, 'wed': 08:30-20:00, 'thu': 08:30-20:00, 'fri': 08:30-20:00, 'sat': 09:30-18:00, 'sun': выходной, ",55.803631,37.814394,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,59,67,86,83,,,,2024-08-05 01:13:26
22,sberbank/1077445172,СберБанк,"Первомайская ул., 106А, Москва",,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",55.793222,37.813172,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,73,69,94,,,,90,2024-08-05 01:13:26
23,sberbank/3727015140,СберБанк,"Новокосинская ул., 11, корп. 2, Москва",,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:30-16:30, 'sun': выходной, ",55.734410,37.852967,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,67,92,,60,,,,2024-08-05 01:13:26
