,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,load_time
0,sberbank/1216337055,СберБанк,"ул. Маяковского, 52А, Магнитогорск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-15:30, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.392162,59.061876,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,71,45,,2024-08-05 07:21:11
1,sberbank/1008973879,СберБанк,"просп. Ленина, 74А, Магнитогорск",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-16:00, 'sun': выходной, ",53.405767,58.984478,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",80,71,73,91,2024-08-05 07:21:11
2,sberbank/1089238720,СберБанк,"просп. Карла Маркса, 18, Магнитогорск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.433157,58.978647,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,70,57,90,2024-08-05 07:21:11
3,sberbank/1178930821,СберБанк,"просп. Металлургов, 19, Магнитогорск",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': 10:00-14:00, ",53.421906,58.985402,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,80,,,2024-08-05 07:21:11
4,sberbank/1145311749,СберБанк,"ул. Грязнова, 39, Магнитогорск",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",53.398402,58.976419,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,29,20,,2024-08-05 07:21:11
5,sberbank/1207597881,СберБанк,"ул. Ворошилова, 21, Магнитогорск",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-15:00, 'sun': выходной, ",53.370640,58.982330,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,48,39,,2024-08-05 07:21:11
6,sberbank/1214923679,СберБанк,"просп. Карла Маркса, 143/1, Магнитогорск",,"'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': выходной, 'sun': выходной, ",53.383162,58.979986,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,67,,,2024-08-05 07:21:11
7,sberbank/99993362156,СберБанк,"ул. Салтыкова-Щедрина, 1, Магнитогорск",,"'mon': выходной, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-15:15, 'sun': выходной, ",53.467011,59.064185,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 07:21:11
8,sberbank/1672105736,СберБанк,"Советская ул., 162, Магнитогорск",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:00-14:00, 'sun': выходной, ",53.366847,58.960366,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,82,,,2024-08-05 07:21:11
9,sberbank/1221967473,СберБанк,"Советская ул., 115, Магнитогорск",,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной, ",53.408440,58.962433,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",83,38,,,2024-08-05 07:21:11
