,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,load_time
0,160745623872,СберБанк,"ул. Космонавта Комарова, 10, Дедовск",www.sberbank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.865314,37.125062,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/bps.sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
1,5299811180,СберБанк,"ул. Победы, 12, Дедовск",www.sberbank.ru,"'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",55.871678,37.106090,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/bps.sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
2,62867634613,СберБанк,"Институтская ул., 10В, рабочий посёлок Нахабино",www.sberbank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.840272,37.176714,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
3,23378568480,СберБанк,"Институтская ул., 17, рабочий посёлок Нахабино",www.sberbank.ru,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00",55.841230,37.180560,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
4,38097154302,СберБанк,"ул. Ленина, 76/3, село Павловская Слобода",www.sberbank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.815481,37.069389,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
5,39015607552,СберБанк,"Советская ул., 39А, рабочий посёлок Нахабино",www.sberbank.ru,"'mon': 09:00-22:00, 'tue': 09:00-22:00, 'wed': 09:00-22:00, 'thu': 09:00-22:00, 'fri': 09:00-22:00, 'sat': 09:00-22:00, 'sun': 09:00-22:00",55.848962,37.188211,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
6,210867056312,СберБанк,"ул. Панфилова, 24А, рабочий посёлок Нахабино",www.sberbank.ru,"'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",55.834477,37.176671,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/bps.sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
7,214140598574,СберБанк,"Керамическая ул., 12, Дедовск",www.sberbank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.872046,37.122879,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/bps.sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
8,33396235536,СберБанк,"ул. Гагарина, 5, Дедовск",www.sberbank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.860374,37.123761,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
9,160159410695,СберБанк,"Новая ул., 11Б, рабочий посёлок Нахабино",www.sberbank.ru,"'mon': 09:00-22:00, 'tue': 09:00-22:00, 'wed': 09:00-22:00, 'thu': 09:00-22:00, 'fri': 09:00-22:00, 'sat': 09:00-22:00, 'sun': 09:00-22:00",55.843227,37.140001,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/bps.sberbank', 'https://vk.com/sberbank']",2024-06-22 21:02:58
