,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ремонт,Ипотека,Кредит,load_time
21,1132609989,СберБанк,"просп. Михаила Нагибина, 35, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной",47.259831,39.717331,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,80,84,68,53,97,58,57,,,2024-06-23 01:21:01
22,1080538719,СберБанк,"просп. Стачки, 25, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной",47.210651,39.672423,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,75,77,43,56,100,,,,,2024-06-23 01:21:01
23,1143292302,СберБанк,"Будённовский просп., 19/54, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:30, 'sun': выходной",47.218701,39.707981,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",68,63,68,45,52,87,46,92,,,2024-06-23 01:21:01
24,1037035959,СберБанк,"бул. Комарова, 12/1, микрорайон Северный, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",47.288765,39.695299,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",67,67,73,58,77,100,26,,,,2024-06-23 01:21:01
25,23264672899,СберБанк,"ул. Шеболдаева, 95А/2, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной",47.259152,39.689527,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,80,80,61,75,73,,,,,2024-06-23 01:21:01
26,1064626852,СберБанк,"Большая Садовая ул., 104/29, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной",47.223297,39.723412,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,77,76,63,67,93,,,,,2024-06-23 01:21:01
27,1097005007,СберБанк,"Пушкинская ул., 199, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-16:00, 'sun': выходной",47.229458,39.733656,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",80,80,79,55,31,90,33,65,,,2024-06-23 01:21:01
28,1126770639,СберБанк,"Большая Садовая ул., 86, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",47.221839,39.716601,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber', 'https://youtube.com/user/Sberbank']",76,72,79,61,64,95,,,,,2024-06-23 01:21:01
29,1049163220,СберБанк,"просп. Ленина, 123, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной",47.248947,39.728057,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,75,80,55,79,96,,,,,2024-06-23 01:21:01
30,65821319009,СберБанк,"просп. Сельмаш, 94, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-15:00, 'sun': выходной",47.253166,39.765113,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,76,81,71,80,97,100,,60,29,2024-06-23 01:21:01
31,1116632620,СберБанк,"Красноармейская ул., 147, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",47.232488,39.732682,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,71,72,54,50,92,,,,,2024-06-23 01:21:01
32,1104835095,СберБанк,"Вятская ул., 41/1, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-16:00, 'sun': выходной",47.285321,39.753074,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,77,82,66,70,76,60,79,,,2024-06-23 01:21:01
33,1267333822,СберБанк,"Большая Садовая ул., 39, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': выходной, 'sun': выходной",47.219926,39.706032,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",81,78,83,65,50,100,,,,,2024-06-23 01:21:01
34,1170817659,СберБанк,"просп. Шолохова, 128, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-15:00, 'sun': выходной",47.242395,39.764818,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,76,82,69,88,96,78,,,,2024-06-23 01:21:01
35,1005721868,СберБанк,"Советская ул., 46/2, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной",47.228537,39.752345,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,84,83,69,85,98,,60,,40,2024-06-23 01:21:01
36,1021085802,СберБанк,"ул. Миронова, 2Ж, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-14:30, 'sun': выходной",47.298357,39.742331,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],86,87,84,63,71,100,,,,,2024-06-23 01:21:01
37,1103115802,СберБанк,"Киргизская ул., 38В, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 08:30-15:30, 'sun': выходной",47.276059,39.749652,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,78,79,62,42,100,,,,,2024-06-23 01:21:01
38,1107595679,СберБанк,"площадь Толстого, 6А, Нахичевань, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-16:00, 'sun': выходной",47.231620,39.765385,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",64,66,71,33,38,69,,,,,2024-06-23 01:21:01
39,162431588589,СберБанк,"ул. Мясникяна, 97Б, село Чалтырь",www.sberbank.ru,"'mon': 08:30-12:00,12:48-16:00, 'tue': 08:30-12:00,12:48-16:00, 'wed': 08:30-12:00,12:48-16:00, 'thu': 08:30-12:00,12:48-16:00, 'fri': 08:30-12:00,12:48-16:00, 'sat': выходной, 'sun': выходной",47.284213,39.501349,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,71,79,48,,,,,,,2024-06-23 01:21:01
40,220139300161,СберБанк,"просп. 40-летия Победы, 79, Ростов-на-Дону",www.sberbank.ru,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 08:30-16:00, 'sun': выходной",47.238442,39.823614,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,80,78,57,52,92,,69,,,2024-06-23 01:21:01
41,1126952938,СберБанк,"ул. Ленина, 1, хутор Ленинаван",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-12:00,12:30-17:00, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",47.284930,39.623303,"2,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-23 01:21:01
42,179621466299,СберБанк,"Брестская ул., 1/79А, посёлок Орджоникидзе, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной",47.267065,39.789213,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,75,75,68,80,86,,,,,2024-06-23 01:21:01
43,1089356293,СберБанк,"ул. Туполева, 16, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной",47.282570,39.804997,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",84,85,86,69,70,94,64,,,,2024-06-23 01:21:01
44,1104935763,СберБанк,"просп. 40-летия Победы, 91, Ростов-на-Дону",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной",47.239566,39.830051,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",65,65,72,25,12,,9,,,,2024-06-23 01:21:01
45,212419780929,СберБанк,"ул. Мясникяна, 97Б, село Чалтырь",www.sberbank.ru,"'mon': 08:30-16:30, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': выходной, 'sun': выходной",47.284182,39.501449,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-23 01:21:01
46,1060257930,СберБанк,"ул. Кривоноса, 12А, хутор Калинин",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",47.245225,39.509002,"3,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-23 01:21:01
