,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/73428355628,СберБанк,"Полковая ул., 1/25, Пушкин",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.702323,30.381553,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,64,,,,,,,2024-07-29 14:58:34
1,sberbank/1059140325,СберБанк,"Оранжерейная ул., 46, Пушкин",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-17:00, 'sun': 10:30-15:30, ",59.725930,30.415302,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",77,60,82,61,82,71,54,71,2024-07-29 14:58:34
2,sberbank/1024828149,СберБанк,"Павловское ш., 19, Пушкин",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.708010,30.414673,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,73,33,100,,,,,2024-07-29 14:58:34
3,sberbank/1088875426,СберБанк,"Московская ул., 33, Пушкин",www.sberbank.com,"'mon': 09:45-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 09:45-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.718367,30.409733,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,38,22,,,,,,2024-07-29 14:58:34
4,sberbank/1088397659,СберБанк,"Петербургское ш., 13/1, Пушкин",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-17:30, 'sun': выходной, ",59.737433,30.397776,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,68,80,100,58,,,,2024-07-29 14:58:34
5,sberbank/1066169108,СберБанк,"Конюшенная ул., 16/13, Павловск",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.683287,30.438884,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",78,64,55,100,50,,,,2024-07-29 14:58:34
6,sberbank/1030729845,СберБанк,"ул. Генерала Хазова, 20, Пушкин",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",59.738943,30.411601,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:58:34
7,sberbank/1387252252,СберБанк,"Ростовская ул., 19/3, территория Славянка, посёлок Шушары",www.sberbank.com,"'mon': 09:45-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 09:45-19:30, 'sat': 10:00-17:00, 'sun': 11:00-16:00, ",59.741949,30.477987,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,52,68,91,63,,,,2024-07-29 14:58:34
8,sberbank/1054708182,СберБанк,"Пионерская ул., 2, Коммунар",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-16:00, 'sun': выходной, ",59.623106,30.392486,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,57,58,100,73,,,,2024-07-29 14:58:34
9,sberbank/1380413951,СберБанк,"Первомайская ул., 15, посёлок Шушары",www.sberbank.com,"'mon': 09:45-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 09:45-19:00, 'sat': 10:00-17:30, 'sun': выходной, ",59.807034,30.377564,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,42,42,100,,,,,2024-07-29 14:58:34
10,sberbank/89068644446,СберБанк,"Красносельское ш., 54, корп. 3, территория Горелово, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-16:00, 'sun': выходной, ",59.792029,30.148800,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,66,38,,18,,,,2024-07-29 14:58:34
11,sberbank/1341964770,СберБанк,"бул. Трудящихся, 35, корп. 1, Колпино",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.734408,30.582888,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,70,85,91,77,91,77,,2024-07-29 14:58:34
12,sberbank/1115805676,СберБанк,"просп. Ленина, 37, Колпино",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.750731,30.574322,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,66,74,92,62,,,,2024-07-29 14:58:34
13,sberbank/1217823132,СберБанк,"ул. Веры Слуцкой, 38, Колпино",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",59.742674,30.582210,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,57,67,80,,,,,2024-07-29 14:58:34
14,sberbank/1083219383,СберБанк,"Почтовая ул., 7, городской посёлок Федоровское",www.sberbank.com,"'mon': выходной, 'tue': 09:30-17:00, 'wed': 09:30-17:00, 'thu': 09:30-17:00, 'fri': 09:30-17:00, 'sat': 09:30-16:15, 'sun': выходной, ",59.663776,30.529236,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:58:34
15,sberbank/1097129714,СберБанк,"Пролетарская ул., 60, Колпино",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-16:30, 'sun': выходной, ",59.741495,30.564729,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:58:34
