,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ипотека,Ремонт,load_time
0,sberbank/45243229438,СберБанк,"ул. Мира, 25, Владимир",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-13:00, 'sun': выходной, ",56.139576,40.401833,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,60,71,89,,,,,2024-08-04 21:43:08
1,sberbank/1246858086,СберБанк,"просп. Ленина, 36, Владимир",,"'mon': 08:30-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 08:30-15:30, 'sun': выходной, ",56.119850,40.361871,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",74,66,72,96,55,48,69,,2024-08-04 21:43:08
2,sberbank/1046167266,СберБанк,"ул. Горького, 85Б, Владимир",,"'mon': 08:00-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",56.145831,40.381554,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",84,76,84,98,88,36,,91,2024-08-04 21:43:08
3,sberbank/1057187938,СберБанк,"ул. Мира, 41А, Владимир",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной, ",56.144542,40.416130,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,71,62,79,,,,,2024-08-04 21:43:08
4,sberbank/1234685212,СберБанк,"Большая Московская ул., 27, Владимир",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.129118,40.406006,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",67,59,74,91,,,,,2024-08-04 21:43:08
5,sberbank/1053227280,СберБанк,"Суздальский просп., 6, Владимир",,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 09:00-14:00, 'sun': выходной, ",56.164251,40.469975,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,70,67,96,,,,,2024-08-04 21:43:08
6,sberbank/1023854617,СберБанк,"ул. Мира, 90, Владимир",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': выходной, 'sun': выходной, ",56.146824,40.431895,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,68,71,88,,,,,2024-08-04 21:43:08
7,sberbank/112717183490,СберБанк,"ул. Верхняя Дуброва, 21, Владимир",,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 08:30-14:30, 'sun': выходной, ",56.110189,40.346780,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,85,88,93,90,,,,2024-08-04 21:43:08
8,sberbank/1002940091,СберБанк,"просп. Строителей, 46, Владимир",,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",56.133151,40.358027,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,55,73,100,,,,,2024-08-04 21:43:08
9,sberbank/1112488749,СберБанк,"просп. Строителей, 22, Владимир",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",56.140640,40.363956,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,34,29,,,,,,2024-08-04 21:43:08
10,sberbank/1129409642,СберБанк,"ул. Соколова-Соколёнка, 19Д, Владимир",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.169183,40.453895,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,86,86,90,43,,,,2024-08-04 21:43:08
11,sberbank/1024077152,СберБанк,"ул. Комиссарова, 6, Владимир",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",56.164496,40.452799,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,75,88,94,,,,,2024-08-04 21:43:08
12,sberbank/1103584452,СберБанк,"просп. Ленина, 47А, Владимир",,"'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': выходной, 'sun': выходной, ",56.117838,40.354829,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,59,41,100,31,,,,2024-08-04 21:43:08
13,sberbank/1032361820,СберБанк,"Судогодское ш., 1, Владимир",,"'mon': 09:00-17:30, 'tue': выходной, 'wed': выходной, 'thu': 09:00-17:30, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",56.109802,40.430530,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,39,44,,,,,,2024-08-04 21:43:08
14,sberbank/1092018047,СберБанк,"ул. Растопчина, 51Б, Владимир",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.173571,40.467948,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,63,77,,,,,,2024-08-04 21:43:08
15,sberbank/1231761778,СберБанк,"ул. Комиссарова, 13, Владимир",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.167599,40.461127,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,65,8,79,12,,,,2024-08-04 21:43:08
16,sberbank/138195035652,СберБанк,"3А, микрорайон Юрьевец, микрорайон Институтский Городок, Владимир",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной, ",56.105337,40.280417,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,64,,,,,,,2024-08-04 21:43:08
17,sberbank/1016661282,СберБанк,"ул. Пушкина, 2, посёлок Боголюбово",www.sberbank.ru,"'mon': 08:30-17:00, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': 09:00-13:00, 'sun': выходной, ",56.197454,40.535264,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-04 21:43:08
18,sberbank/1153517877,СберБанк,"Октябрьская ул., 15, микрорайон Оргтруд, Владимир",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-17:15, 'wed': 08:30-17:15, 'thu': 08:30-17:15, 'fri': 08:30-17:15, 'sat': выходной, 'sun': выходной, ",56.184145,40.604075,"3,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-04 21:43:08
19,sberbank/1075049676,СберБанк,"Садовая ул., 17, микрорайон Энергетик, Владимир",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной, ",56.098492,40.200220,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-04 21:43:08
20,sberbank/1612747154,СберБанк,"ул. Димитрова, 20, Собинка",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-13:30, 'sun': выходной, ",55.987327,40.023333,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",69,47,42,,,,,,2024-08-04 21:43:08
