,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
13,sberbank/1110222751,СберБанк,"Комсомольская ул., 9, Никольское",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:40-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",59.705523,30.787178,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,83,76,91,55,,,,2024-07-29 04:29:09
14,sberbank/1059140325,СберБанк,"Оранжерейная ул., 46, Пушкин",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-17:00, 'sun': 10:30-15:30, ",59.725930,30.415302,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",77,60,82,61,82,71,54,71,2024-07-29 04:29:09
15,sberbank/1088875426,СберБанк,"Московская ул., 33, Пушкин",www.sberbank.com,"'mon': 09:45-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 09:45-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.718367,30.409733,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,38,22,,,,,,2024-07-29 04:29:09
16,sberbank/1024828149,СберБанк,"Павловское ш., 19, Пушкин",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.708010,30.414673,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,73,33,100,,,,,2024-07-29 04:29:09
17,sberbank/1052141658,СберБанк,"ул. Ленина, 15А, Отрадное",www.sberbank.com,"'mon': выходной, 'tue': 09:30-18:45, 'wed': 09:30-18:45, 'thu': 09:30-18:45, 'fri': 09:30-18:45, 'sat': 09:30-15:45, 'sun': выходной, ",59.760965,30.779489,"2,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",60,,8,,,,,,2024-07-29 04:29:09
18,sberbank/1037354056,СберБанк,"ул. Олеко Дундича, 17, корп. 1, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-21:00, 'tue': 09:45-21:00, 'wed': 09:45-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-19:00, ",59.827519,30.399124,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",64,51,28,100,25,,,49,2024-07-29 04:29:09
19,sberbank/1066169108,СберБанк,"Конюшенная ул., 16/13, Павловск",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.683287,30.438884,,['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",78,64,55,100,50,,,,2024-07-29 04:29:09
20,sberbank/1030729845,СберБанк,"ул. Генерала Хазова, 20, Пушкин",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",59.738943,30.411601,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,56,55,82,,,,,2024-07-29 04:29:09
21,sberbank/1017130951,СберБанк,"ул. Ярослава Гашека, 9, корп. 1, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-18:00, 'sun': выходной, ",59.831399,30.388650,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",69,57,65,100,,,,,2024-07-29 04:29:09
22,sberbank/1060930003,СберБанк,"ул. Олеко Дундича, 34, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:30-19:30, 'sun': выходной, ",59.833991,30.420683,"4,3",['+7 (495) 500-55-50Показать телефон'],['https://vk.com/sberbank'],79,48,33,,,,,,2024-07-29 04:29:09
23,sberbank/1022864684,СберБанк,"Ленинградский просп., 16, городской посёлок Павлово",www.sberbank.com,"'mon': выходной, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 09:15-16:45, 'sun': выходной, ",59.808527,30.876677,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 04:29:09
