,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Кредит,Ипотека,График работы,load_time
0,sberbank/1035546799,СберБанк,"Магистральная ул., 15, микрорайон Нижний Чов, Сыктывкар",www.sberbank.com,"'mon': 10:00-18:00, 'tue': 10:00-18:00, 'wed': 10:00-18:00, 'thu': 10:00-18:00, 'fri': 10:00-18:00, 'sat': выходной, 'sun': выходной, ",61.739335,50.770552,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 19:22:00
1,sberbank/1082516617,СберБанк,"Октябрьский просп., 180/1, Сыктывкар",www.sberbank.com,"'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",61.694042,50.808515,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",91,82,92,92,,,,2024-07-29 19:22:00
2,sberbank/239405417665,СберБанк,"ул. Мира, 22/1, Сыктывкар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",61.795802,50.750170,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,45,,,,,,2024-07-29 19:22:00
3,sberbank/208707071810,СберБанк,"ул. Мира, 68, Сыктывкар",www.sberbank.com,"'mon': 09:30-17:45, 'tue': 09:30-17:45, 'wed': 09:30-17:45, 'thu': 09:30-17:45, 'fri': 09:30-17:45, 'sat': выходной, 'sun': выходной, ",61.785553,50.755235,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,50,,80,,,,2024-07-29 19:22:00
4,sberbank/1095896623,СберБанк,"Коммунистическая ул., 27А, Сыктывкар",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-16:00, 'sun': 09:30-14:30, ",61.664461,50.819692,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",84,54,40,95,,,,2024-07-29 19:22:00
5,sberbank/1099225461,СберБанк,"ул. Карла Маркса, 117, Сыктывкар",www.sberbank.com,"'mon': 10:00-18:00, 'tue': 10:00-18:00, 'wed': 10:00-18:00, 'thu': 10:00-18:00, 'fri': 10:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",61.682717,50.815494,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,47,45,,,,,2024-07-29 19:22:00
6,sberbank/1089577065,СберБанк,"ул. Куратова, 53, Сыктывкар",www.sberbank.com,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:30-15:00, 'sun': выходной, ",61.664801,50.834548,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",83,56,,92,62,70,,2024-07-29 19:22:00
7,sberbank/1081000695,СберБанк,"ул. Карла Маркса, 182, Сыктывкар",www.sberbank.com,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-14:30, 'sun': выходной, ",61.674065,50.820067,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",67,,64,100,,,,2024-07-29 19:22:00
8,sberbank/174365159991,СберБанк,"ул. Морозова, 89, Сыктывкар",www.sberbank.com,"'mon': 09:00-17:00, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': 09:00-14:00, 'sun': выходной, ",61.657557,50.792920,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,80,,62,,,,2024-07-29 19:22:00
9,sberbank/1079949972,СберБанк,"Советская ул., 16, Сыктывкар",www.sberbank.com,"'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': выходной, 'sun': выходной, ",61.670932,50.836839,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 19:22:00
10,sberbank/1094754911,СберБанк,"ул. Морозова, 149, Сыктывкар",www.sberbank.com,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной, ",61.642797,50.803753,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,85,88,85,,,,2024-07-29 19:22:00
11,sberbank/166871819170,СберБанк,"Школьная ул., 2/4, район Лесозавод, Сыктывкар",www.sberbank.com,"'mon': 10:00-17:45, 'tue': 10:00-17:45, 'wed': 10:00-17:45, 'thu': 10:00-17:45, 'fri': 10:00-17:45, 'sat': выходной, 'sun': выходной, ",61.656887,50.876373,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 19:22:00
12,sberbank/146718426452,СберБанк,"Корабельная ул., 1, п. г. т. Краснозатонский",www.sberbank.com,"'mon': 09:30-17:30, 'tue': 09:30-17:30, 'wed': 09:30-17:30, 'thu': 09:30-17:30, 'fri': 09:30-17:30, 'sat': 09:30-13:30, 'sun': выходной, ",61.675342,50.975970,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 19:22:00
