,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Ипотека,Кредит,График работы,Ремонт,load_time
0,sberbank/1351996786,СберБанк,"ул. Кирова, 108, Новосибирск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:00-14:00, 'sun': выходной, ",55.012625,82.952392,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank', 'https://youtube.com/user/Sberbank']",85,56,54,,,,,,2024-07-29 11:56:15
1,sberbank/1167575935,СберБанк,"Большевистская ул., 151, Новосибирск",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': выходной, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",54.996857,82.966424,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,76,67,100,,,,,2024-07-29 11:56:15
2,sberbank/1032126666,СберБанк,"Серебренниковская ул., 20, Новосибирск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",55.024743,82.926454,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,66,56,70,,,,,2024-07-29 11:56:15
3,sberbank/1084557511,СберБанк,"ул. Кирова, 76, Новосибирск",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-15:00, 'sun': выходной, ",55.016827,82.943202,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,73,91,,,,,,2024-07-29 11:56:15
4,sberbank/1182171426,СберБанк,"Красный просп., 46, Новосибирск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",55.033470,82.920511,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sber']",81,69,79,77,66,64,,,2024-07-29 11:56:15
5,sberbank/12146230591,СберБанк,"ул. Покрышкина, 1, Новосибирск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-17:00, 'sun': 10:00-14:00, ",54.979702,82.894109,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",88,78,,,,,,,2024-07-29 11:56:15
6,sberbank/1104091780,СберБанк,"ул. Дуси Ковальчук, 75, Новосибирск",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.052830,82.894064,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",88,63,74,94,90,55,80,,2024-07-29 11:56:15
7,sberbank/1143901419,СберБанк,"Комсомольская ул., 10, Кировский район, Северо-Чемской жилмассив, Новосибирск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-17:00, 'sun': выходной, ",54.957475,82.964537,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,67,72,95,,,70,,2024-07-29 11:56:15
8,sberbank/1149412031,СберБанк,"ул. Бориса Богаткова, 208/1, Новосибирск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:00, 'sun': выходной, ",55.035746,82.976170,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",83,51,52,100,,,,73,2024-07-29 11:56:15
9,sberbank/1013009171,СберБанк,"просп. Карла Маркса, 14, Новосибирск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",54.985829,82.901457,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank', 'https://youtube.com/user/Sberbank']",89,80,,,,,,,2024-07-29 11:56:15
