,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/1190899367,СберБанк,"ул. Мира, 73, Тольятти",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-14:00, 'sun': выходной, ",53.508158,49.417869,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber', 'https://vk.com/sber']",89,65,85,90,64,,,,2024-08-05 20:16:16
1,sberbank/1251305690,СберБанк,"ул. Ленина, 87, Тольятти",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",53.519461,49.415066,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,80,64,70,,79,75,,2024-08-05 20:16:16
2,sberbank/1116239035,СберБанк,"ул. Лизы Чайкиной, 79А, Тольятти",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.481920,49.480445,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,50,12,95,,,,,2024-08-05 20:16:16
3,sberbank/1207459304,СберБанк,"ул. Мира, 120, Тольятти",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-13:30, 'sun': выходной, ",53.510856,49.435871,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,75,,,,,,,2024-08-05 20:16:16
4,sberbank/1051674218,СберБанк,"ул. Лизы Чайкиной, 43А, Тольятти",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-13:30, 'sun': выходной, ",53.482981,49.465614,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/s/sberbank', 'https://vk.com/sberbank']",88,63,41,100,,,,92,2024-08-05 20:16:16
5,sberbank/1083223433,СберБанк,"ул. Толстого, 23, Тольятти",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-13:30, 'sun': выходной, ",53.539174,49.406262,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",88,64,73,93,,,,,2024-08-05 20:16:16
6,sberbank/1383060164,СберБанк,"ул. Горького, 92, Тольятти",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной, ",53.521586,49.428064,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,70,47,100,,,,,2024-08-05 20:16:16
7,sberbank/186332326768,СберБанк,"Гидротехническая ул., 27А, микрорайон Шлюзовой, Тольятти",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной, ",53.472922,49.527375,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,59,35,87,,,,,2024-08-05 20:16:16
8,sberbank/1212068416,СберБанк,"ул. Мира, 37, Тольятти",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",53.506658,49.403981,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,68,34,85,,,,,2024-08-05 20:16:16
9,sberbank/1027629012,СберБанк,"бул. 50 лет Октября, 10, Тольятти",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.530150,49.404089,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,50,59,,,,,,2024-08-05 20:16:16
