,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/1084908866,СберБанк,"Московская ул., 152А, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",51.538298,46.015670,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,60,67,88,55,70,,,2024-08-05 17:31:01
1,sberbank/1088636507,СберБанк,"Московская ул., 163, Саратов",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",51.540660,46.001163,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",88,74,57,94,,,,,2024-08-05 17:31:01
2,sberbank/1064202705,СберБанк,"ул. имени Е.И. Пугачёва, 169, Саратов",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.544044,46.017449,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,72,74,95,,,,,2024-08-05 17:31:01
3,sberbank/36077115938,СберБанк,"ул. имени А.М. Горького, 43, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",51.533120,46.030789,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",80,61,38,79,70,89,50,,2024-08-05 17:31:01
4,sberbank/1623650106,СберБанк,"ул. имени Н.И. Вавилова, 1/7, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной, ",51.533350,46.015775,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,68,65,100,,,,,2024-08-05 17:31:01
5,sberbank/1026124151,СберБанк,"ул. имени В.И. Чапаева, 19/27, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-14:30, 'sun': выходной, ",51.524973,46.016093,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,80,77,94,,,,,2024-08-05 17:31:01
6,sberbank/93809395572,СберБанк,"Большая Горная ул., 245/265, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной, ",51.543321,46.025713,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,71,69,95,,,,,2024-08-05 17:31:01
7,sberbank/1089517189,СберБанк,"Большая Садовая ул., 94, Саратов",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 09:00-14:00, 'sun': выходной, ",51.528413,45.982999,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,66,81,88,62,,,,2024-08-05 17:31:01
8,sberbank/1031016506,СберБанк,"2-я Садовая ул., уч23А, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",51.520652,46.001971,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,59,88,92,,,,,2024-08-05 17:31:01
9,sberbank/1132924533,СберБанк,"просп. имени 50 лет Октября, 58, Саратов",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",51.560032,45.996500,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,75,58,97,,,,,2024-08-05 17:31:01
10,sberbank/1103331312,СберБанк,"просп. имени 50 лет Октября, 116Б, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",51.578008,45.974824,"4,7",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],74,67,67,64,,74,,,2024-08-05 17:31:01
11,sberbank/1170603788,СберБанк,"ул. имени Академика С.Г. Навашина, 8, Саратов",www.sberbank.ru,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-14:00, 'sun': выходной, ",51.565772,46.016200,"4,6",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],89,67,58,100,,,,,2024-08-05 17:31:01
12,sberbank/1022761070,СберБанк,"ул. имени Н.Г. Чернышевского, 19, Саратов",www.sberbank.ru,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной, ",51.510631,45.984939,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",85,63,35,100,50,,,83,2024-08-05 17:31:01
13,sberbank/1151917778,СберБанк,"просп. имени 50 лет Октября, 75А, Саратов",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",51.569311,45.983109,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,55,25,95,,,,,2024-08-05 17:31:01
14,sberbank/1071057350,СберБанк,"Международная ул., 4, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",51.581596,45.966982,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,73,82,94,,,,,2024-08-05 17:31:01
15,sberbank/1064332937,СберБанк,"Усть-Курдюмская ул., 3, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной, ",51.570368,46.066866,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,56,64,90,,,,,2024-08-05 17:31:01
16,sberbank/1232477855,СберБанк,"ул. имени Н.Г. Чернышевского, 190/198, Саратов",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.529714,46.054563,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,55,68,100,62,,,,2024-08-05 17:31:01
17,sberbank/1041979867,СберБанк,"Шелковичная ул., 168, Саратов",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",51.539618,45.978525,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,70,33,83,9,,,,2024-08-05 17:31:01
18,sberbank/1095006243,СберБанк,"ул. имени А.П. Чехова, 2, Саратов",,"'mon': 08:30-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной, ",51.602489,46.003058,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,55,61,100,80,,,89,2024-08-05 17:31:01
19,sberbank/1110042046,СберБанк,"просп. Строителей, 21, Саратов",www.sberbank.ru,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-14:30, 'sun': выходной, ",51.598299,45.967889,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,40,37,88,20,,,75,2024-08-05 17:31:01
20,sberbank/1247574041,СберБанк,"ул. имени Г.К. Орджоникидзе, 13, Саратов",www.sberbank.ru,"'mon': 09:02-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",51.502541,45.955358,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,82,55,86,,82,,,2024-08-05 17:31:01
21,sberbank/1017497223,СберБанк,"Соколовая ул., 44/62, Саратов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",51.533887,46.060002,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,90,70,,,,,,2024-08-05 17:31:01
