,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Ипотека,Кредит,Ремонт,load_time
0,sberbank/1252510678,СберБанк,"просп. Ленинского Комсомола, 3, Видное",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-17:00, 'sun': выходной, ",55.547724,37.714097,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,61,60,97,61,,,,2024-08-04 21:24:35
1,sberbank/1001085265,СберБанк,"Советская ул., 2Б, Видное",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной, ",55.552566,37.700622,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,73,59,96,90,,,,2024-08-04 21:24:35
2,sberbank/1100986746,СберБанк,"Советская ул., 34А, Видное",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",55.548564,37.701466,"4,9",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",81,77,73,61,35,69,67,,2024-08-04 21:24:35
3,sberbank/1262351001,СберБанк,"Бирюлёвская ул., 55, корп. 1, стр. 2, Москва",,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-16:30, 'sun': выходной, ",55.583363,37.677014,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,61,70,93,91,,,,2024-08-04 21:24:35
4,sberbank/84941437349,СберБанк,"Бирюлёвская ул., 37, корп. 1, Москва",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:30-16:00, 'sun': выходной, ",55.588654,37.665309,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,71,61,89,78,,,,2024-08-04 21:24:35
5,sberbank/1093145815,СберБанк,"Булатниковская ул., 6А, Москва",,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-17:00, 'sun': выходной, ",55.580992,37.644198,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,56,42,88,36,,,70,2024-08-04 21:24:35
6,sberbank/54944782791,СберБанк,"Старокачаловская ул., 5А, Москва",,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': 10:00-15:00, ",55.569851,37.579053,"4,9",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],86,67,72,85,82,,,,2024-08-04 21:24:35
7,sberbank/170360915505,СберБанк,"МКАД, 24-й километр, 1, посёлок Совхоза имени Ленина",,"'mon': выходной, 'tue': 10:00-17:45, 'wed': 10:00-17:45, 'thu': 10:00-17:45, 'fri': 10:00-17:45, 'sat': 10:00-16:45, 'sun': выходной, ",55.585327,37.724823,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",59,43,46,,,,,,2024-08-04 21:24:35
8,sberbank/1025767099,СберБанк,"Старокачаловская ул., 1, корп. 1, Москва",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",55.568314,37.587640,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,67,63,80,50,81,64,,2024-08-04 21:24:35
9,sberbank/1074903265,СберБанк,"Россошанская ул., 3, корп. 1А, стр. 2, Москва",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.595211,37.607232,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",90,70,73,93,77,,,,2024-08-04 21:24:35
10,sberbank/38482343558,СберБанк,"Медынская ул., 5А, корп. 1, Москва",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:30, 'sun': выходной, ",55.590597,37.647315,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,55,67,95,55,,,,2024-08-04 21:24:35
11,sberbank/52904631303,СберБанк,"Варшавское ш., 160, Москва",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",55.582991,37.595249,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,70,52,88,0,,,,2024-08-04 21:24:35
12,sberbank/1010704601,СберБанк,"29А, посёлок Развилка",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.589030,37.754359,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,42,10,,10,,,,2024-08-04 21:24:35
13,sberbank/1001697864,СберБанк,"ул. Академика Янгеля, 4, корп. 2, Москва",www.sberbank.ru,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': выходной, 'sun': выходной, ",55.596046,37.593794,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://vk.com/sberbank', 'https://ok.ru/sber/', 'https://t.me/sberbank']",81,59,58,95,82,,,,2024-08-04 21:24:35
14,sberbank/1235641738,СберБанк,"ул. 40 лет Октября, 15/1, Щербинка",,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:30, 'sun': выходной, ",55.512042,37.573663,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",88,73,72,84,68,,,,2024-08-04 21:24:35
15,sberbank/1070432166,СберБанк,"11, рабочий посёлок Измайлово",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.562828,37.644695,"1,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-04 21:24:35
16,sberbank/1052154505,СберБанк,"Новое ш., 79, рабочий посёлок Горки Ленинские",,"'mon': 08:30-16:00, 'tue': 08:30-16:00, 'wed': 08:30-16:00, 'thu': 08:30-16:00, 'fri': 08:30-16:00, 'sat': выходной, 'sun': выходной, ",55.507412,37.778021,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",100,,10,,,,,,2024-08-04 21:24:35
